ダウンロードした時刻：2023/05/31 13:21:40

,山形,山形,山形,山形,山形,山形,山形,山形,山形
年月日,最高気温(℃),最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2010/9/24,18.5,8,1,15.0,8,1,71,8,1
2010/9/25,15.8,8,1,13.5,8,1,73,8,1
2010/9/26,21.4,8,1,15.6,8,1,65,8,1
2010/9/27,19.6,8,1,16.3,8,1,77,8,1
2010/9/28,19.1,8,1,17.1,8,1,89,8,1
2010/9/29,21.7,8,1,16.9,8,1,60,8,1
2010/9/30,21.8,8,1,16.4,8,1,75,8,1
2011/5/1,20.7,8,1,15.0,8,1,78,8,1
2011/5/2,15.5,8,1,11.9,8,1,54,8,1
2011/5/3,20.2,8,1,12.6,8,1,55,8,1
2011/5/4,20.9,8,1,13.2,8,1,57,8,1
2011/5/5,18.7,8,1,11.4,8,1,64,8,1
2011/5/6,18.9,8,1,12.1,8,1,66,8,1
2011/5/7,26.0,8,1,16.8,8,1,61,8,1
2011/5/8,20.9,8,1,15.3,8,1,63,8,1
2011/5/9,24.7,8,1,16.9,8,1,44,8,1
2011/5/10,21.8,8,1,15.0,8,1,73,8,1
2011/5/11,18.3,8,1,14.0,8,1,74,8,1
2011/5/12,21.4,8,1,15.1,8,1,74,8,1
2011/5/13,19.4,8,1,16.0,8,1,59,8,1
2011/5/14,20.1,8,1,15.7,8,1,49,8,1
2011/5/15,24.3,8,1,17.7,8,1,40,8,1
2011/5/16,27.7,8,1,18.4,8,1,45,8,1
2011/5/17,21.6,8,1,16.3,8,1,50,8,1
2011/5/18,23.9,8,1,15.5,8,1,45,8,1
2011/5/19,28.5,8,1,18.5,8,1,44,8,1
2011/5/20,27.3,8,1,21.0,8,1,47,8,1
2011/5/21,25.8,8,1,20.4,8,1,68,8,1
2011/5/22,17.7,8,1,13.6,8,1,81,8,1
2011/5/23,18.8,8,1,13.2,8,1,66,8,1
2011/5/24,22.5,8,1,15.7,8,1,62,8,1
2011/5/25,24.0,8,1,16.1,8,1,52,8,1
2011/5/26,23.9,8,1,15.7,8,1,58,8,1
2011/5/27,25.5,8,1,18.6,8,1,60,8,1
2011/5/28,22.0,8,1,18.1,8,1,78,8,1
2011/5/29,19.6,8,1,17.3,8,1,88,8,1
2011/5/30,15.8,8,1,13.6,8,1,85,8,1
2011/5/31,20.5,8,1,13.4,8,1,61,8,1
2011/6/1,18.5,8,1,12.5,8,1,68,8,1
2011/6/2,19.1,8,1,14.4,8,1,84,8,1
2011/6/3,24.7,8,1,18.8,8,1,73,8,1
2011/6/4,28.7,8,1,21.8,8,1,58,8,1
2011/6/5,26.2,8,1,20.9,8,1,57,8,1
2011/6/6,25.6,8,1,19.6,8,1,60,8,1
2011/6/7,31.3,8,1,21.7,8,1,53,8,1
2011/6/8,28.2,8,1,20.9,8,1,59,8,1
2011/6/9,27.7,8,1,21.3,8,1,64,8,1
2011/6/10,30.0,8,1,23.6,8,1,61,8,1
2011/6/11,25.9,8,1,20.8,8,1,74,8,1
2011/6/12,26.7,8,1,20.6,8,1,66,8,1
2011/6/13,26.0,8,1,20.4,8,1,69,8,1
2011/6/14,23.6,8,1,18.1,8,1,73,8,1
2011/6/15,24.4,8,1,17.8,8,1,62,8,1
2011/6/16,26.1,8,1,18.8,8,1,66,8,1
2011/6/17,23.5,8,1,19.4,8,1,73,8,1
2011/6/18,24.1,8,1,19.3,8,1,75,8,1
2011/6/19,29.1,8,1,21.6,8,1,60,8,1
2011/6/20,31.7,8,1,23.7,8,1,57,8,1
2011/6/21,29.9,8,1,23.7,8,1,70,8,1
2011/6/22,31.7,8,1,26.3,8,1,56,8,1
2011/6/23,26.8,8,1,23.7,8,1,82,8,1
2011/6/24,29.0,8,1,23.3,8,1,75,8,1
2011/6/25,20.4,8,1,18.1,8,1,83,8,1
2011/6/26,19.1,8,1,17.9,8,1,88,8,1
2011/6/27,20.6,8,1,18.9,8,1,91,8,1
2011/6/28,28.8,8,1,22.6,8,1,86,8,1
2011/6/29,32.2,8,1,25.9,8,1,66,8,1
2011/6/30,32.8,8,1,26.7,8,1,61,8,1
2011/7/1,28.9,8,1,23.6,8,1,78,8,1
2011/7/2,30.7,8,1,25.5,8,1,69,8,1
2011/7/3,29.2,8,1,25.4,8,1,74,8,1
2011/7/4,28.2,8,1,24.1,8,1,79,8,1
2011/7/5,28.9,8,1,23.0,8,1,78,8,1
2011/7/6,30.3,8,1,24.3,8,1,65,8,1
2011/7/7,30.9,8,1,25.2,8,1,67,8,1
2011/7/8,33.4,8,1,27.7,8,1,66,8,1
2011/7/9,35.1,8,1,27.7,8,1,71,8,1
2011/7/10,32.4,8,1,26.9,8,1,75,8,1
2011/7/11,34.0,8,1,26.0,8,1,78,8,1
2011/7/12,34.0,8,1,27.0,8,1,72,8,1
2011/7/13,33.7,8,1,27.1,8,1,73,8,1
2011/7/14,35.2,8,1,27.5,8,1,69,8,1
2011/7/15,33.5,8,1,27.5,8,1,68,8,1
2011/7/16,34.0,8,1,27.8,8,1,68,8,1
2011/7/17,34.6,8,1,27.8,8,1,64,8,1
2011/7/18,33.8,8,1,27.9,8,1,65,8,1
2011/7/19,32.0,8,1,27.8,8,1,66,8,1
2011/7/20,29.9,8,1,24.0,8,1,68,8,1
2011/7/21,23.0,8,1,18.1,8,1,60,8,1
2011/7/22,23.9,8,1,18.5,8,1,65,8,1
2011/7/23,26.7,8,1,21.9,8,1,66,8,1
2011/7/24,31.4,8,1,25.4,8,1,67,8,1
2011/7/25,31.6,8,1,24.8,8,1,76,8,1
2011/7/26,30.5,8,1,24.3,8,1,79,8,1
2011/7/27,31.3,8,1,24.3,8,1,80,8,1
2011/7/28,29.7,8,1,23.6,8,1,84,8,1
2011/7/29,28.8,8,1,24.3,8,1,81,8,1
2011/7/30,28.3,8,1,23.8,8,1,75,8,1
2011/7/31,25.4,8,1,22.7,8,1,67,8,1
2011/8/1,26.3,8,1,22.1,8,1,69,8,1
2011/8/2,27.8,8,1,23.2,8,1,73,8,1
2011/8/3,29.4,8,1,24.6,8,1,73,8,1
2011/8/4,30.7,4,1,25.3,5,1,79,4,1
2011/8/5,34.0,8,1,26.8,8,1,73,8,1
2011/8/6,34.0,8,1,28.0,8,1,72,8,1
2011/8/7,33.7,8,1,28.1,8,1,72,8,1
2011/8/8,34.4,8,1,27.8,8,1,73,8,1
2011/8/9,34.0,8,1,28.2,8,1,72,8,1
2011/8/10,36.1,8,1,29.4,8,1,64,8,1
2011/8/11,32.8,8,1,28.9,8,1,61,8,1
2011/8/12,32.3,8,1,28.1,8,1,58,8,1
2011/8/13,34.8,8,1,27.5,8,1,68,8,1
2011/8/14,36.5,8,1,29.3,8,1,67,8,1
2011/8/15,34.4,8,1,27.9,8,1,73,8,1
2011/8/16,33.1,8,1,28.2,8,1,68,8,1
2011/8/17,34.6,8,1,29.8,8,1,60,8,1
2011/8/18,31.3,8,1,27.7,8,1,74,8,1
2011/8/19,27.7,8,1,23.4,8,1,74,8,1
2011/8/20,27.9,8,1,23.3,8,1,75,8,1
2011/8/21,21.1,8,1,19.0,8,1,89,8,1
2011/8/22,25.5,8,1,20.7,8,1,83,8,1
2011/8/23,26.5,8,1,22.8,8,1,85,8,1
2011/8/24,28.7,8,1,24.0,8,1,85,8,1
2011/8/25,30.6,8,1,24.7,8,1,85,8,1
2011/8/26,27.7,8,1,24.0,8,1,83,8,1
2011/8/27,29.5,8,1,23.3,8,1,78,8,1
2011/8/28,31.3,8,1,24.3,8,1,75,8,1
2011/8/29,29.7,8,1,23.9,8,1,75,8,1
2011/8/30,30.0,8,1,23.9,8,1,72,8,1
2011/8/31,29.8,8,1,24.7,8,1,76,8,1
2011/9/1,28.0,8,1,25.3,8,1,83,8,1
2011/9/2,29.7,8,1,26.3,8,1,81,8,1
2011/9/3,33.6,8,1,29.2,8,1,62,8,1
2011/9/4,29.5,8,1,26.1,8,1,66,8,1
2011/9/5,28.2,8,1,24.4,8,1,72,8,1
2011/9/6,27.4,8,1,21.6,8,1,69,8,1
2011/9/7,28.7,8,1,22.5,8,1,57,8,1
2011/9/8,30.2,8,1,24.4,8,1,59,8,1
2011/9/9,30.4,8,1,24.0,8,1,73,8,1
2011/9/10,29.1,8,1,23.4,8,1,79,8,1
2011/9/11,30.8,8,1,24.4,8,1,75,8,1
2011/9/12,33.5,8,1,25.4,8,1,74,8,1
2011/9/13,32.4,8,1,26.0,8,1,72,8,1
2011/9/14,31.0,8,1,25.1,8,1,78,8,1
2011/9/15,33.8,8,1,26.6,8,1,73,8,1
2011/9/16,33.8,8,1,26.5,8,1,73,8,1
2011/9/17,28.8,8,1,25.5,8,1,80,8,1
2011/9/18,34.8,8,1,27.2,8,1,74,8,1
2011/9/19,24.3,8,1,18.9,8,1,86,8,1
2011/9/20,15.6,8,1,15.2,8,1,96,8,1
2011/9/21,16.5,8,1,15.5,8,1,96,8,1
2011/9/22,20.1,8,1,17.1,8,1,91,8,1
2011/9/23,22.7,8,1,16.6,8,1,72,8,1
2011/9/24,22.3,8,1,15.4,8,1,70,8,1
2011/9/25,23.6,8,1,15.6,8,1,76,8,1
2011/9/26,20.3,8,1,15.8,8,1,79,8,1
2011/9/27,24.3,8,1,16.7,8,1,71,8,1
2011/9/28,24.3,8,1,16.4,8,1,71,8,1
2011/9/29,26.2,8,1,18.0,8,1,67,8,1
2011/9/30,21.2,8,1,18.1,8,1,85,8,1
2012/5/1,28.0,8,1,19.4,8,1,58,8,1
2012/5/2,23.3,8,1,18.1,8,1,67,8,1
2012/5/3,17.4,8,1,16.2,8,1,84,8,1
2012/5/4,19.8,8,1,15.9,8,1,81,8,1
2012/5/5,20.2,8,1,14.6,8,1,70,8,1
2012/5/6,20.8,8,1,12.9,8,1,76,8,1
2012/5/7,22.4,8,1,15.3,8,1,53,8,1
2012/5/8,23.2,8,1,17.5,8,1,51,8,1
2012/5/9,23.5,8,1,16.3,8,1,59,8,1
2012/5/10,15.8,8,1,12.1,8,1,77,8,1
2012/5/11,14.9,8,1,11.3,8,1,77,8,1
2012/5/12,14.0,8,1,10.5,8,1,60,8,1
2012/5/13,17.1,8,1,12.2,8,1,59,8,1
2012/5/14,25.3,8,1,15.4,8,1,58,8,1
2012/5/15,15.3,8,1,13.8,8,1,90,8,1
2012/5/16,22.3,8,1,17.6,8,1,59,8,1
2012/5/17,21.3,8,1,15.1,8,1,71,8,1
2012/5/18,13.8,8,1,12.0,8,1,91,8,1
2012/5/19,22.9,8,1,15.1,8,1,71,8,1
2012/5/20,27.0,8,1,18.3,8,1,58,8,1
2012/5/21,25.8,8,1,17.5,8,1,63,8,1
2012/5/22,18.2,8,1,14.4,8,1,72,8,1
2012/5/23,22.7,8,1,17.1,8,1,68,8,1
2012/5/24,25.5,8,1,18.7,8,1,61,8,1
2012/5/25,21.4,8,1,16.3,8,1,74,8,1
2012/5/26,23.6,8,1,17.4,8,1,62,8,1
2012/5/27,26.0,8,1,18.0,8,1,56,8,1
2012/5/28,19.3,8,1,15.5,8,1,76,8,1
2012/5/29,21.9,8,1,16.3,8,1,69,8,1
2012/5/30,21.1,8,1,15.4,8,1,68,8,1
2012/5/31,25.2,8,1,17.2,8,1,59,8,1
2012/6/1,26.1,8,1,18.3,8,1,55,8,1
2012/6/2,26.9,8,1,18.5,8,1,56,8,1
2012/6/3,25.4,8,1,18.5,8,1,71,8,1
2012/6/4,27.4,8,1,20.3,8,1,69,8,1
2012/6/5,29.5,8,1,21.7,8,1,58,8,1
2012/6/6,24.2,8,1,19.3,8,1,74,8,1
2012/6/7,24.3,8,1,19.7,8,1,71,8,1
2012/6/8,28.0,8,1,21.4,8,1,65,8,1
2012/6/9,19.8,8,1,17.8,8,1,86,8,1
2012/6/10,22.9,8,1,18.8,8,1,79,8,1
2012/6/11,26.3,8,1,19.5,8,1,66,8,1
2012/6/12,19.4,8,1,16.4,8,1,71,8,1
2012/6/13,19.0,8,1,16.2,8,1,69,8,1
2012/6/14,25.6,8,1,18.5,8,1,66,8,1
2012/6/15,26.7,8,1,18.3,8,1,73,8,1
2012/6/16,18.8,8,1,16.8,8,1,88,8,1
2012/6/17,28.3,8,1,21.0,8,1,77,8,1
2012/6/18,27.6,8,1,21.1,8,1,71,8,1
2012/6/19,20.6,8,1,18.8,8,1,84,8,1
2012/6/20,24.9,8,1,20.5,8,1,74,8,1
2012/6/21,25.0,8,1,20.6,8,1,63,8,1
2012/6/22,25.1,8,1,18.4,8,1,76,8,1
2012/6/23,24.2,8,1,18.4,8,1,70,8,1
2012/6/24,24.9,8,1,18.9,8,1,69,8,1
2012/6/25,24.2,8,1,18.5,8,1,60,8,1
2012/6/26,26.3,8,1,18.7,8,1,57,8,1
2012/6/27,29.8,8,1,20.7,8,1,51,8,1
2012/6/28,29.5,8,1,21.3,8,1,51,8,1
2012/6/29,28.3,8,1,21.4,8,1,63,8,1
2012/6/30,28.5,8,1,22.0,8,1,65,8,1
2012/7/1,28.2,8,1,21.5,8,1,69,8,1
2012/7/2,26.5,8,1,21.9,8,1,79,8,1
2012/7/3,26.6,8,1,22.7,8,1,72,8,1
2012/7/4,31.5,8,1,24.2,8,1,68,8,1
2012/7/5,25.4,8,1,21.8,8,1,86,8,1
2012/7/6,29.1,8,1,23.4,8,1,80,8,1
2012/7/7,22.2,8,1,20.1,8,1,92,8,1
2012/7/8,28.9,8,1,22.9,8,1,75,8,1
2012/7/9,29.2,8,1,23.4,8,1,70,8,1
2012/7/10,32.4,8,1,24.8,8,1,67,8,1
2012/7/11,32.0,8,1,25.6,8,1,71,8,1
2012/7/12,27.2,8,1,23.8,8,1,88,8,1
2012/7/13,31.3,8,1,25.8,8,1,73,8,1
2012/7/14,26.9,8,1,23.7,8,1,84,8,1
2012/7/15,30.2,8,1,24.8,8,1,86,8,1
2012/7/16,35.6,8,1,28.5,8,1,68,8,1
2012/7/17,30.7,8,1,26.6,8,1,75,8,1
2012/7/18,30.1,8,1,25.5,8,1,79,8,1
2012/7/19,31.2,8,1,25.0,8,1,66,8,1
2012/7/20,23.5,8,1,19.0,8,1,72,8,1
2012/7/21,22.2,8,1,19.2,8,1,71,8,1
2012/7/22,27.8,8,1,21.5,8,1,70,8,1
2012/7/23,30.9,8,1,24.3,8,1,71,8,1
2012/7/24,28.5,8,1,24.6,8,1,78,8,1
2012/7/25,29.2,8,1,24.8,8,1,86,8,1
2012/7/26,32.8,8,1,26.3,8,1,78,8,1
2012/7/27,34.9,8,1,27.4,8,1,71,8,1
2012/7/28,35.1,8,1,28.6,8,1,67,8,1
2012/7/29,35.1,8,1,28.5,8,1,72,8,1
2012/7/30,36.1,8,1,27.9,8,1,76,8,1
2012/7/31,36.4,8,1,29.0,8,1,64,8,1
2012/8/1,36.6,8,1,28.5,8,1,52,8,1
2012/8/2,37.2,8,1,29.4,8,1,63,8,1
2012/8/3,36.5,8,1,28.2,8,1,66,8,1
2012/8/4,35.0,8,1,27.5,8,1,68,8,1
2012/8/5,36.6,8,1,28.9,8,1,66,8,1
2012/8/6,33.1,8,1,26.2,8,1,72,8,1
2012/8/7,30.8,8,1,24.2,8,1,70,8,1
2012/8/8,28.6,8,1,22.8,8,1,69,8,1
2012/8/9,29.6,8,1,23.7,8,1,68,8,1
2012/8/10,31.6,8,1,24.8,8,1,68,8,1
2012/8/11,30.5,8,1,25.4,8,1,70,8,1
2012/8/12,32.1,8,1,26.9,8,1,72,8,1
2012/8/13,31.9,8,1,26.1,8,1,77,8,1
2012/8/14,30.8,8,1,25.1,8,1,78,8,1
2012/8/15,32.2,8,1,25.8,8,1,74,8,1
2012/8/16,33.8,8,1,28.4,8,1,69,8,1
2012/8/17,35.6,8,1,28.5,8,1,73,8,1
2012/8/18,31.1,8,1,26.1,8,1,79,8,1
2012/8/19,33.6,8,1,26.5,8,1,76,8,1
2012/8/20,34.5,8,1,27.6,8,1,70,8,1
2012/8/21,35.2,8,1,28.2,8,1,63,8,1
2012/8/22,36.2,8,1,29.6,8,1,63,8,1
2012/8/23,35.2,8,1,29.0,8,1,64,8,1
2012/8/24,34.9,8,1,27.4,8,1,71,8,1
2012/8/25,35.1,8,1,26.4,8,1,77,8,1
2012/8/26,33.7,8,1,26.8,8,1,75,8,1
2012/8/27,34.7,8,1,27.6,8,1,71,8,1
2012/8/28,33.8,8,1,27.4,8,1,71,8,1
2012/8/29,34.9,8,1,27.9,8,1,67,8,1
2012/8/30,33.9,8,1,27.9,8,1,74,8,1
2012/8/31,33.8,8,1,27.9,8,1,72,8,1
2012/9/1,31.5,8,1,26.4,8,1,67,8,1
2012/9/2,30.1,8,1,25.0,8,1,79,8,1
2012/9/3,31.3,8,1,25.4,8,1,75,8,1
2012/9/4,33.2,8,1,24.9,8,1,78,8,1
2012/9/5,31.3,8,1,25.0,8,1,76,8,1
2012/9/6,24.7,8,1,22.3,8,1,86,8,1
2012/9/7,30.7,8,1,24.0,8,1,71,8,1
2012/9/8,33.2,8,1,25.4,8,1,71,8,1
2012/9/9,32.0,8,1,26.2,8,1,73,8,1
2012/9/10,34.0,8,1,26.5,8,1,70,8,1
2012/9/11,33.9,8,1,25.1,8,1,76,8,1
2012/9/12,30.7,8,1,24.7,8,1,74,8,1
2012/9/13,31.2,8,1,24.8,8,1,71,8,1
2012/9/14,34.7,8,1,26.4,8,1,66,8,1
2012/9/15,34.5,8,1,26.1,8,1,65,8,1
2012/9/16,34.6,8,1,26.5,8,1,71,8,1
2012/9/17,33.8,8,1,28.2,8,1,61,8,1
2012/9/18,35.0,8,1,28.4,8,1,57,8,1
2012/9/19,29.3,8,1,24.6,8,1,81,8,1
2012/9/20,23.8,5,1,22.1,8,1,86,5,1
2012/9/21,20.8,8,1,18.9,8,1,91,8,1
2012/9/22,26.7,8,1,19.9,8,1,77,8,1
2012/9/23,19.2,8,1,17.7,8,1,90,8,1
2012/9/24,18.1,8,1,16.9,8,1,93,8,1
2012/9/25,23.6,8,1,18.5,8,1,80,8,1
2012/9/26,24.5,8,1,18.7,8,1,71,8,1
2012/9/27,21.1,8,1,17.2,8,1,75,8,1
2012/9/28,20.3,8,1,17.2,8,1,89,8,1
2012/9/29,27.3,8,1,21.9,8,1,82,8,1
2012/9/30,28.2,8,1,23.1,8,1,79,8,1
2013/5/1,14.9,8,1,10.0,8,1,64,8,1
2013/5/2,12.4,8,1,8.2,8,1,64,8,1
2013/5/3,13.5,8,1,8.8,8,1,59,8,1
2013/5/4,17.0,8,1,12.2,8,1,49,8,1
2013/5/5,20.8,8,1,14.8,8,1,43,8,1
2013/5/6,23.3,8,1,13.5,8,1,56,8,1
2013/5/7,11.8,8,1,8.3,8,1,62,8,1
2013/5/8,16.1,8,1,9.8,8,1,55,8,1
2013/5/9,23.5,8,1,13.7,8,1,47,8,1
2013/5/10,28.8,8,1,16.8,8,1,46,8,1
2013/5/11,19.1,8,1,15.0,8,1,77,8,1
2013/5/12,23.3,8,1,16.9,8,1,71,8,1
2013/5/13,29.1,8,1,18.2,8,1,57,8,1
2013/5/14,25.8,8,1,18.0,8,1,63,8,1
2013/5/15,25.9,8,1,17.7,8,1,68,8,1
2013/5/16,19.7,8,1,15.1,8,1,79,8,1
2013/5/17,19.9,8,1,13.9,8,1,61,8,1
2013/5/18,26.5,8,1,16.8,8,1,54,8,1
2013/5/19,24.1,8,1,16.8,8,1,65,8,1
2013/5/20,26.6,8,1,19.3,8,1,77,8,1
2013/5/21,25.3,8,1,19.1,8,1,64,8,1
2013/5/22,28.3,8,1,18.8,8,1,56,8,1
2013/5/23,23.2,8,1,16.6,8,1,59,8,1
2013/5/24,24.6,8,1,17.1,8,1,58,8,1
2013/5/25,25.3,8,1,16.6,8,1,64,8,1
2013/5/26,27.3,8,1,19.2,8,1,64,8,1
2013/5/27,30.9,8,1,22.4,8,1,62,8,1
2013/5/28,29.1,8,1,22.1,8,1,60,8,1
2013/5/29,22.4,8,1,19.4,8,1,82,8,1
2013/5/30,22.5,8,1,18.4,8,1,89,8,1
2013/5/31,27.1,8,1,19.7,8,1,62,8,1
2013/6/1,26.0,8,1,18.9,8,1,53,8,1
2013/6/2,24.1,8,1,18.0,8,1,62,8,1
2013/6/3,27.6,8,1,19.1,8,1,54,8,1
2013/6/4,27.7,8,1,19.6,8,1,51,8,1
2013/6/5,29.5,8,1,21.0,8,1,49,8,1
2013/6/6,29.4,8,1,22.0,8,1,50,8,1
2013/6/7,22.1,8,1,19.5,8,1,71,8,1
2013/6/8,23.9,8,1,19.5,8,1,71,8,1
2013/6/9,27.3,8,1,20.5,8,1,59,8,1
2013/6/10,28.7,8,1,22.0,8,1,59,8,1
2013/6/11,28.0,8,1,21.4,8,1,67,8,1
2013/6/12,30.3,8,1,22.2,8,1,68,8,1
2013/6/13,30.9,8,1,24.2,8,1,68,8,1
2013/6/14,32.4,8,1,25.5,8,1,72,8,1
2013/6/15,24.6,8,1,22.2,8,1,93,8,1
2013/6/16,29.8,8,1,23.6,8,1,75,8,1
2013/6/17,32.5,8,1,24.8,8,1,63,8,1
2013/6/18,23.8,8,1,21.4,8,1,74,8,1
2013/6/19,23.3,8,1,19.9,8,1,92,8,1
2013/6/20,26.5,8,1,22.0,8,1,73,8,1
2013/6/21,25.6,8,1,20.7,8,1,72,8,1
2013/6/22,25.0,8,1,20.3,8,1,70,8,1
2013/6/23,26.1,8,1,20.9,8,1,66,8,1
2013/6/24,30.0,8,1,22.4,8,1,61,8,1
2013/6/25,30.9,8,1,24.0,8,1,56,8,1
2013/6/26,26.6,8,1,21.2,8,1,75,8,1
2013/6/27,28.4,8,1,21.7,8,1,71,8,1
2013/6/28,26.9,8,1,20.7,8,1,71,8,1
2013/6/29,28.0,8,1,20.8,8,1,71,8,1
2013/6/30,29.5,8,1,22.6,8,1,70,8,1
2013/7/1,27.8,8,1,22.7,8,1,78,8,1
2013/7/2,29.0,8,1,23.0,8,1,69,8,1
2013/7/3,21.6,8,1,19.5,8,1,88,8,1
2013/7/4,29.9,8,1,24.1,8,1,79,8,1
2013/7/5,28.0,8,1,24.3,8,1,87,8,1
2013/7/6,30.2,8,1,25.5,8,1,78,8,1
2013/7/7,29.8,8,1,26.2,8,1,74,8,1
2013/7/8,26.2,8,1,23.1,8,1,94,8,1
2013/7/9,33.3,8,1,27.2,8,1,70,8,1
2013/7/10,30.7,8,1,27.3,8,1,65,8,1
2013/7/11,28.8,8,1,25.2,8,1,77,8,1
2013/7/12,30.3,8,1,26.3,8,1,69,8,1
2013/7/13,27.0,8,1,25.0,8,1,75,8,1
2013/7/14,27.6,8,1,24.0,8,1,85,8,1
2013/7/15,28.9,8,1,23.2,8,1,81,8,1
2013/7/16,30.3,8,1,24.3,8,1,70,8,1
2013/7/17,25.1,8,1,21.3,8,1,84,8,1
2013/7/18,22.1,8,1,19.0,8,1,95,8,1
2013/7/19,28.9,8,1,22.8,8,1,73,8,1
2013/7/20,29.5,8,1,23.3,8,1,71,8,1
2013/7/21,27.4,8,1,23.9,8,1,74,8,1
2013/7/22,24.5,8,1,22.3,8,1,91,8,1
2013/7/23,29.7,8,1,25.0,8,1,80,8,1
2013/7/24,27.1,8,1,23.0,8,1,87,8,1
2013/7/25,26.5,8,1,22.4,8,1,90,8,1
2013/7/26,28.4,8,1,24.7,8,1,84,8,1
2013/7/27,26.3,8,1,22.6,8,1,92,8,1
2013/7/28,30.5,8,1,24.2,8,1,80,8,1
2013/7/29,25.7,8,1,22.8,8,1,87,8,1
2013/7/30,26.0,8,1,23.3,8,1,92,8,1
2013/7/31,29.4,8,1,24.5,8,1,86,8,1
2013/8/1,23.0,8,1,21.7,8,1,94,8,1
2013/8/2,25.9,8,1,22.5,8,1,89,8,1
2013/8/3,27.2,8,1,23.3,8,1,79,8,1
2013/8/4,31.1,8,1,23.9,8,1,78,8,1
2013/8/5,31.4,8,1,25.3,8,1,85,8,1
2013/8/6,30.7,8,1,25.1,5,1,89,5,1
2013/8/7,31.9,8,1,26.3,8,1,76,8,1
2013/8/8,31.9,8,1,26.5,8,1,76,8,1
2013/8/9,34.4,8,1,28.5,8,1,71,8,1
2013/8/10,34.4,8,1,30.0,8,1,64,8,1
2013/8/11,35.2,8,1,29.1,8,1,70,8,1
2013/8/12,33.7,8,1,27.1,8,1,71,8,1
2013/8/13,32.1,8,1,25.9,8,1,66,8,1
2013/8/14,34.0,8,1,26.5,8,1,62,8,1
2013/8/15,36.2,8,1,28.1,8,1,63,8,1
2013/8/16,34.9,8,1,28.3,8,1,64,8,1
2013/8/17,35.4,8,1,28.9,8,1,67,8,1
2013/8/18,35.2,8,1,29.4,8,1,60,8,1
2013/8/19,35.9,8,1,29.4,8,1,63,8,1
2013/8/20,26.8,8,1,24.2,8,1,85,8,1
2013/8/21,29.0,8,1,24.6,8,1,74,8,1
2013/8/22,30.8,8,1,25.0,8,1,73,8,1
2013/8/23,25.9,8,1,22.7,8,1,83,8,1
2013/8/24,30.7,8,1,24.4,8,1,72,8,1
2013/8/25,29.5,8,1,23.3,8,1,69,8,1
2013/8/26,29.7,8,1,23.7,8,1,69,8,1
2013/8/27,28.6,8,1,23.4,8,1,69,8,1
2013/8/28,28.8,8,1,22.9,8,1,61,8,1
2013/8/29,31.4,8,1,23.0,8,1,70,8,1
2013/8/30,29.7,8,1,24.9,8,1,82,8,1
2013/8/31,30.8,8,1,25.5,8,1,81,8,1
2013/9/1,29.2,8,1,25.5,8,1,72,8,1
2013/9/2,27.5,8,1,22.3,8,1,88,8,1
2013/9/3,30.7,8,1,24.4,8,1,83,8,1
2013/9/4,32.8,8,1,26.8,8,1,71,8,1
2013/9/5,25.8,8,1,22.2,8,1,88,8,1
2013/9/6,27.1,8,1,22.0,8,1,77,8,1
2013/9/7,25.5,8,1,21.2,8,1,85,8,1
2013/9/8,21.1,8,1,19.3,8,1,94,8,1
2013/9/9,26.9,8,1,20.9,8,1,75,8,1
2013/9/10,27.4,8,1,21.4,8,1,77,8,1
2013/9/11,28.3,8,1,22.5,8,1,76,8,1
2013/9/12,27.4,8,1,23.4,8,1,78,8,1
2013/9/13,28.3,8,1,23.8,8,1,80,8,1
2013/9/14,31.7,8,1,25.8,8,1,76,8,1
2013/9/15,24.4,8,1,22.5,8,1,91,8,1
2013/9/16,26.2,8,1,21.0,8,1,84,8,1
2013/9/17,25.8,8,1,18.9,8,1,64,8,1
2013/9/18,26.3,8,1,18.8,8,1,68,8,1
2013/9/19,26.0,8,1,18.5,8,1,69,8,1
2013/9/20,29.4,8,1,19.7,8,1,71,8,1
2013/9/21,30.0,8,1,21.3,8,1,66,8,1
2013/9/22,25.6,8,1,20.5,8,1,71,8,1
2013/9/23,22.8,8,1,18.7,8,1,68,8,1
2013/9/24,29.4,8,1,20.5,8,1,71,8,1
2013/9/25,29.8,8,1,23.3,8,1,72,8,1
2013/9/26,21.9,8,1,17.4,8,1,68,8,1
2013/9/27,21.5,8,1,15.4,8,1,65,8,1
2013/9/28,23.4,8,1,15.7,8,1,71,8,1
2013/9/29,25.4,8,1,17.7,8,1,73,8,1
2013/9/30,23.6,8,1,18.6,8,1,76,8,1
2014/5/1,22.1,8,1,15.9,8,1,83,8,1
2014/5/2,20.7,8,1,15.6,8,1,70,8,1
2014/5/3,27.4,8,1,15.9,8,1,57,8,1
2014/5/4,21.3,8,1,15.3,8,1,32,8,1
2014/5/5,20.9,8,1,14.8,8,1,58,8,1
2014/5/6,19.1,8,1,12.7,8,1,49,8,1
2014/5/7,21.8,8,1,13.2,8,1,41,8,1
2014/5/8,26.7,8,1,16.7,8,1,42,8,1
2014/5/9,18.5,8,1,13.3,8,1,63,8,1
2014/5/10,18.5,8,1,12.6,8,1,64,8,1
