ダウンロードした時刻：2023/05/31 13:21:40

,山形,山形,山形,山形,山形,山形,山形,山形,山形
年月日,最高気温(℃),最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2017/5/28,20.3,8,1,17.1,8,1,63,8,1
2017/5/29,29.2,8,1,19.3,8,1,55,8,1
2017/5/30,30.2,8,1,22.5,8,1,54,8,1
2017/5/31,32.5,8,1,23.8,8,1,59,8,1
2017/6/1,21.7,8,1,19.2,8,1,83,8,1
2017/6/2,20.3,8,1,16.6,8,1,74,8,1
2017/6/3,19.6,8,1,15.1,8,1,62,8,1
2017/6/4,17.1,8,1,13.8,8,1,64,8,1
2017/6/5,20.3,8,1,14.6,8,1,61,8,1
2017/6/6,26.0,8,1,17.2,8,1,59,8,1
2017/6/7,24.3,8,1,19.2,8,1,65,8,1
2017/6/8,21.7,8,1,18.3,8,1,87,8,1
2017/6/9,29.1,8,1,20.6,8,1,62,8,1
2017/6/10,26.5,8,1,18.5,8,1,58,8,1
2017/6/11,22.6,8,1,17.8,8,1,54,8,1
2017/6/12,19.7,8,1,15.0,8,1,71,8,1
2017/6/13,21.8,8,1,16.2,8,1,68,8,1
2017/6/14,24.7,8,1,17.4,8,1,72,8,1
2017/6/15,27.9,8,1,19.1,8,1,66,8,1
2017/6/16,23.7,8,1,18.4,8,1,71,8,1
2017/6/17,24.3,8,1,18.8,8,1,68,8,1
2017/6/18,22.4,8,1,18.2,8,1,72,8,1
2017/6/19,26.5,8,1,20.2,8,1,66,8,1
2017/6/20,32.3,8,1,23.2,8,1,58,8,1
2017/6/21,23.6,8,1,19.2,8,1,82,8,1
2017/6/22,24.0,8,1,20.6,8,1,66,8,1
2017/6/23,28.4,8,1,21.2,8,1,69,8,1
2017/6/24,31.7,8,1,23.7,8,1,66,8,1
2017/6/25,27.0,8,1,21.1,8,1,80,8,1
2017/6/26,25.0,8,1,19.3,8,1,75,8,1
2017/6/27,27.2,8,1,20.1,8,1,73,8,1
2017/6/28,29.8,8,1,22.3,8,1,68,8,1
2017/6/29,31.2,8,1,23.8,8,1,65,8,1
2017/6/30,29.3,8,1,24.3,8,1,73,8,1
2017/7/1,29.0,8,1,24.5,8,1,77,8,1
2017/7/2,30.8,8,1,25.6,8,1,73,8,1
2017/7/3,27.5,8,1,23.6,8,1,88,8,1
2017/7/4,24.4,8,1,22.2,8,1,89,8,1
2017/7/5,27.4,8,1,23.1,8,1,83,8,1
2017/7/6,28.5,8,1,23.1,8,1,76,8,1
2017/7/7,30.9,8,1,24.5,8,1,67,8,1
2017/7/8,33.4,8,1,25.8,8,1,64,8,1
2017/7/9,34.2,8,1,27.4,8,1,65,8,1
2017/7/10,36.4,8,1,28.9,8,1,63,8,1
2017/7/11,36.3,8,1,29.2,8,1,62,8,1
2017/7/12,32.3,8,1,27.6,8,1,71,8,1
2017/7/13,31.9,8,1,26.0,8,1,84,8,1
2017/7/14,35.6,8,1,28.4,8,1,68,8,1
2017/7/15,33.4,8,1,28.1,8,1,71,8,1
2017/7/16,29.9,8,1,25.3,8,1,82,8,1
2017/7/17,31.9,8,1,26.4,8,1,72,8,1
2017/7/18,26.4,8,1,22.8,8,1,89,8,1
2017/7/19,31.0,8,1,24.8,8,1,73,8,1
2017/7/20,33.9,8,1,27.0,8,1,70,8,1
2017/7/21,35.0,8,1,28.1,8,1,73,8,1
2017/7/22,33.7,8,1,28.1,8,1,74,8,1
2017/7/23,26.9,8,1,24.4,8,1,91,8,1
2017/7/24,25.2,8,1,22.6,8,1,99,8,1
2017/7/25,25.2,8,1,23.3,8,1,93,8,1
2017/7/26,31.3,8,1,25.0,8,1,69,8,1
2017/7/27,28.7,8,1,23.9,8,1,71,8,1
2017/7/28,32.1,8,1,25.6,8,1,82,8,1
2017/7/29,27.4,8,1,24.0,8,1,90,8,1
2017/7/30,28.5,8,1,24.9,8,1,79,8,1
2017/7/31,31.8,8,1,26.3,8,1,77,8,1
2017/8/1,28.9,8,1,24.7,8,1,79,8,1
2017/8/2,29.4,8,1,23.2,8,1,70,8,1
2017/8/3,28.8,8,1,22.7,8,1,72,8,1
2017/8/4,29.8,8,1,24.5,8,1,75,8,1
2017/8/5,33.5,8,1,26.4,8,1,75,8,1
2017/8/6,34.4,8,1,27.8,8,1,73,8,1
2017/8/7,32.7,8,1,27.9,8,1,74,8,1
2017/8/8,29.8,8,1,26.0,8,1,87,8,1
2017/8/9,25.8,8,1,23.8,8,1,94,8,1
2017/8/10,31.6,8,1,25.8,8,1,78,8,1
2017/8/11,23.7,8,1,21.7,8,1,90,8,1
2017/8/12,27.2,8,1,23.0,8,1,89,8,1
2017/8/13,30.3,8,1,24.6,8,1,85,8,1
2017/8/14,29.1,8,1,24.6,8,1,83,8,1
2017/8/15,26.9,8,1,23.3,8,1,77,8,1
2017/8/16,23.9,8,1,21.4,8,1,82,8,1
2017/8/17,28.9,8,1,23.7,8,1,83,8,1
2017/8/18,26.8,8,1,23.7,8,1,91,8,1
2017/8/19,26.9,8,1,23.1,8,1,92,8,1
2017/8/20,28.6,8,1,23.8,8,1,81,8,1
2017/8/21,30.7,8,1,24.5,8,1,81,8,1
2017/8/22,30.9,8,1,25.8,8,1,80,8,1
2017/8/23,30.2,8,1,26.1,8,1,81,8,1
2017/8/24,31.1,8,1,25.9,8,1,82,8,1
2017/8/25,31.5,8,1,27.2,8,1,75,8,1
2017/8/26,30.3,8,1,24.8,8,1,70,8,1
2017/8/27,28.8,8,1,22.4,8,1,64,8,1
2017/8/28,27.8,8,1,22.9,8,1,75,8,1
2017/8/29,31.3,8,1,24.8,8,1,79,8,1
2017/8/30,23.4,8,1,20.6,8,1,86,8,1
2017/8/31,22.7,8,1,18.7,8,1,79,8,1
2017/9/1,26.8,8,1,20.1,8,1,71,8,1
2017/9/2,22.7,8,1,18.5,8,1,77,8,1
2017/9/3,25.6,8,1,19.0,8,1,71,8,1
2017/9/4,27.1,8,1,20.1,8,1,68,8,1
2017/9/5,28.0,8,1,20.8,8,1,75,8,1
2017/9/6,24.0,8,1,20.8,8,1,84,8,1
2017/9/7,21.3,8,1,19.5,8,1,95,8,1
2017/9/8,27.4,8,1,21.0,8,1,79,8,1
2017/9/9,28.7,8,1,21.4,8,1,73,8,1
2017/9/10,28.9,8,1,21.5,8,1,76,8,1
2017/9/11,24.9,8,1,20.7,8,1,83,8,1
2017/9/12,29.1,8,1,23.1,8,1,81,8,1
2017/9/13,28.7,8,1,22.4,8,1,73,8,1
2017/9/14,26.7,8,1,20.3,8,1,68,8,1
2017/9/15,22.9,8,1,17.9,8,1,73,8,1
2017/9/16,23.5,8,1,17.2,8,1,76,8,1
2017/9/17,22.5,8,1,17.7,8,1,82,8,1
2017/9/18,28.7,8,1,23.6,8,1,65,8,1
2017/9/19,28.1,8,1,22.5,8,1,58,8,1
2017/9/20,28.1,8,1,20.8,8,1,69,8,1
2017/9/21,24.8,8,1,20.2,8,1,63,8,1
2017/9/22,26.0,8,1,18.8,8,1,76,8,1
2017/9/23,22.1,8,1,18.9,8,1,85,8,1
2017/9/24,26.6,8,1,19.8,8,1,78,8,1
2017/9/25,25.9,8,1,19.0,8,1,76,8,1
2017/9/26,26.8,8,1,19.5,8,1,70,8,1
2017/9/27,27.7,8,1,20.7,8,1,74,8,1
2017/9/28,19.7,8,1,15.7,8,1,90,8,1
2017/9/29,23.7,8,1,15.4,8,1,78,8,1
2017/9/30,23.6,8,1,16.0,8,1,72,8,1
2018/5/1,27.2,8,1,18.9,8,1,60,8,1
2018/5/2,24.2,8,1,18.2,8,1,70,8,1
2018/5/3,19.3,8,1,15.1,8,1,87,8,1
2018/5/4,14.9,8,1,11.3,8,1,67,8,1
2018/5/5,19.5,8,1,13.8,8,1,61,8,1
2018/5/6,25.9,8,1,19.7,8,1,37,8,1
2018/5/7,17.4,8,1,13.5,8,1,78,8,1
2018/5/8,12.9,8,1,10.9,8,1,76,8,1
2018/5/9,12.2,8,1,9.8,8,1,81,8,1
2018/5/10,14.6,8,1,10.2,8,1,80,8,1
2018/5/11,22.7,8,1,16.0,8,1,46,8,1
2018/5/12,24.8,8,1,18.1,8,1,50,8,1
2018/5/13,19.7,8,1,16.4,8,1,70,8,1
2018/5/14,20.4,8,1,14.9,8,1,84,8,1
2018/5/15,26.7,8,1,17.8,8,1,67,8,1
2018/5/16,31.9,8,1,22.3,8,1,53,8,1
2018/5/17,27.1,8,1,20.7,8,1,77,8,1
2018/5/18,19.4,8,1,16.8,8,1,91,8,1
2018/5/19,19.4,8,1,13.6,8,1,74,8,1
2018/5/20,21.1,8,1,13.3,8,1,60,8,1
2018/5/21,24.6,8,1,15.8,8,1,56,8,1
2018/5/22,29.0,8,1,18.8,8,1,50,8,1
2018/5/23,22.7,8,1,17.5,8,1,67,8,1
2018/5/24,23.6,8,1,17.2,8,1,74,8,1
2018/5/25,28.2,8,1,19.7,8,1,53,8,1
2018/5/26,26.8,8,1,18.4,8,1,64,8,1
2018/5/27,23.7,8,1,17.9,8,1,63,8,1
2018/5/28,28.2,8,1,19.8,8,1,61,8,1
2018/5/29,31.2,8,1,22.1,8,1,64,8,1
2018/5/30,26.7,8,1,22.2,8,1,64,8,1
2018/5/31,23.8,8,1,19.7,8,1,72,8,1
2018/6/1,20.4,8,1,17.0,8,1,74,8,1
2018/6/2,27.5,8,1,19.5,8,1,65,8,1
2018/6/3,30.4,8,1,22.1,8,1,61,8,1
2018/6/4,31.4,8,1,22.8,8,1,56,8,1
2018/6/5,30.1,8,1,22.1,8,1,55,8,1
2018/6/6,24.8,8,1,21.7,8,1,75,8,1
2018/6/7,31.4,8,1,23.8,8,1,59,8,1
2018/6/8,29.9,8,1,23.0,8,1,65,8,1
2018/6/9,25.4,8,1,19.9,8,1,73,8,1
2018/6/10,20.9,8,1,17.6,8,1,68,8,1
2018/6/11,19.8,8,1,17.4,8,1,87,8,1
2018/6/12,25.2,8,1,19.2,8,1,83,8,1
2018/6/13,23.1,8,1,17.2,8,1,67,8,1
2018/6/14,21.1,8,1,15.7,8,1,64,8,1
2018/6/15,19.6,8,1,14.8,8,1,72,8,1
2018/6/16,18.3,8,1,15.2,8,1,70,8,1
2018/6/17,24.3,8,1,17.8,8,1,68,8,1
2018/6/18,25.6,8,1,19.4,8,1,72,8,1
2018/6/19,29.1,8,1,21.6,8,1,70,8,1
2018/6/20,23.1,8,1,20.0,8,1,81,8,1
2018/6/21,27.9,8,1,22.4,8,1,65,8,1
2018/6/22,27.8,8,1,22.5,8,1,45,8,1
2018/6/23,28.4,8,1,21.5,8,1,60,8,1
2018/6/24,31.7,8,1,24.1,8,1,56,8,1
2018/6/25,28.6,8,1,23.7,8,1,53,8,1
2018/6/26,30.6,8,1,23.2,8,1,66,8,1
2018/6/27,27.6,8,1,24.2,8,1,78,8,1
2018/6/28,28.1,8,1,25.2,8,1,74,8,1
2018/6/29,37.5,8,1,26.4,8,1,71,8,1
2018/6/30,33.8,8,1,25.2,8,1,82,8,1
2018/7/1,34.9,8,1,27.9,8,1,71,8,1
2018/7/2,36.0,8,1,29.2,8,1,66,8,1
2018/7/3,35.5,8,1,29.0,8,1,67,8,1
2018/7/4,29.3,8,1,26.0,8,1,79,8,1
2018/7/5,28.8,8,1,24.0,8,1,76,8,1
2018/7/6,23.3,8,1,19.5,8,1,87,8,1
2018/7/7,23.7,8,1,20.0,8,1,91,8,1
2018/7/8,29.8,8,1,23.7,8,1,86,8,1
2018/7/9,35.0,8,1,26.8,8,1,72,8,1
2018/7/10,34.0,8,1,27.4,8,1,73,8,1
2018/7/11,29.4,8,1,25.1,8,1,80,8,1
2018/7/12,29.5,8,1,24.6,8,1,84,8,1
2018/7/13,31.4,8,1,26.7,8,1,75,8,1
2018/7/14,33.0,8,1,27.6,8,1,74,8,1
2018/7/15,37.0,8,1,29.2,8,1,66,8,1
2018/7/16,29.9,8,1,26.0,8,1,77,8,1
2018/7/17,34.9,8,1,27.4,8,1,71,8,1
2018/7/18,33.8,8,1,27.9,8,1,71,8,1
2018/7/19,33.9,8,1,27.5,8,1,73,8,1
2018/7/20,37.5,8,1,29.0,8,1,68,8,1
2018/7/21,34.9,8,1,28.4,8,1,68,8,1
2018/7/22,36.5,8,1,29.5,8,1,64,8,1
2018/7/23,34.3,8,1,28.8,8,1,67,8,1
2018/7/24,34.7,8,1,28.3,8,1,68,8,1
2018/7/25,34.7,8,1,27.8,8,1,65,8,1
2018/7/26,34.3,8,1,27.4,8,1,63,8,1
2018/7/27,32.3,8,1,24.9,8,1,64,8,1
2018/7/28,29.9,8,1,24.9,8,1,76,8,1
2018/7/29,32.9,8,1,27.6,8,1,79,8,1
2018/7/30,35.0,8,1,28.5,8,1,71,8,1
2018/7/31,36.2,8,1,29.8,8,1,65,8,1
2018/8/1,36.3,8,1,29.0,8,1,61,8,1
2018/8/2,34.3,8,1,27.9,8,1,65,8,1
2018/8/3,33.8,8,1,27.3,8,1,64,8,1
2018/8/4,34.9,8,1,27.2,8,1,62,8,1
2018/8/5,31.5,8,1,26.5,8,1,73,8,1
2018/8/6,27.2,8,1,23.3,8,1,84,8,1
2018/8/7,26.1,8,1,20.9,8,1,80,8,1
2018/8/8,27.8,8,1,23.5,8,1,83,8,1
2018/8/9,28.3,8,1,25.1,8,1,88,8,1
2018/8/10,32.7,8,1,27.0,8,1,82,8,1
2018/8/11,30.8,8,1,26.0,8,1,76,8,1
2018/8/12,32.7,8,1,25.6,8,1,73,8,1
2018/8/13,33.3,8,1,26.3,8,1,69,8,1
2018/8/14,33.7,8,1,27.4,8,1,74,8,1
2018/8/15,35.3,8,1,27.4,8,1,80,8,1
2018/8/16,25.8,8,1,23.6,8,1,85,8,1
2018/8/17,23.2,8,1,19.4,8,1,66,8,1
2018/8/18,25.7,8,1,19.6,8,1,68,8,1
2018/8/19,29.1,8,1,21.5,8,1,69,8,1
2018/8/20,31.3,8,1,24.0,8,1,69,8,1
2018/8/21,35.2,8,1,27.8,8,1,71,8,1
2018/8/22,35.9,8,1,29.8,8,1,68,8,1
2018/8/23,39.0,8,1,30.8,8,1,60,8,1
2018/8/24,30.3,8,1,27.5,8,1,80,8,1
2018/8/25,33.7,8,1,27.2,8,1,82,8,1
2018/8/26,28.1,8,1,24.1,8,1,96,8,1
2018/8/27,25.8,8,1,22.8,8,1,87,8,1
2018/8/28,24.3,8,1,21.0,8,1,93,8,1
2018/8/29,23.1,8,1,20.6,8,1,95,8,1
2018/8/30,29.3,8,1,22.2,8,1,91,8,1
2018/8/31,26.8,8,1,23.2,8,1,89,8,1
2018/9/1,23.7,8,1,20.8,8,1,93,8,1
2018/9/2,26.1,8,1,21.4,8,1,84,8,1
2018/9/3,27.5,8,1,22.9,8,1,82,8,1
2018/9/4,31.0,8,1,25.2,8,1,77,8,1
2018/9/5,30.8,8,1,25.1,8,1,69,8,1
2018/9/6,31.0,8,1,25.3,8,1,62,8,1
2018/9/7,25.3,8,1,21.8,8,1,87,8,1
2018/9/8,24.0,8,1,21.6,8,1,89,8,1
2018/9/9,22.6,8,1,19.2,8,1,91,8,1
2018/9/10,24.5,8,1,19.8,8,1,90,8,1
2018/9/11,25.1,8,1,19.4,8,1,77,8,1
2018/9/12,23.3,8,1,17.7,8,1,75,8,1
2018/9/13,27.0,8,1,20.6,8,1,73,8,1
2018/9/14,28.4,8,1,22.8,8,1,80,8,1
2018/9/15,24.6,8,1,21.6,8,1,85,8,1
2018/9/16,28.4,8,1,22.9,8,1,78,8,1
2018/9/17,26.2,8,1,21.1,8,1,76,8,1
2018/9/18,25.1,8,1,18.9,8,1,67,8,1
2018/9/19,25.4,8,1,18.7,8,1,67,8,1
2018/9/20,21.9,8,1,17.5,8,1,81,8,1
2018/9/21,21.9,8,1,17.8,8,1,86,8,1
2018/9/22,27.4,8,1,19.8,8,1,84,8,1
2018/9/23,26.6,8,1,21.2,8,1,71,8,1
2018/9/24,24.8,8,1,21.1,8,1,82,8,1
2018/9/25,19.8,8,1,16.4,8,1,93,8,1
2018/9/26,22.3,8,1,17.3,8,1,74,8,1
2018/9/27,17.0,8,1,14.1,8,1,94,8,1
2018/9/28,24.0,8,1,17.5,8,1,74,8,1
2018/9/29,17.8,8,1,15.0,8,1,88,8,1
2018/9/30,21.4,8,1,18.0,8,1,92,8,1
2019/5/1,21.9,8,1,15.6,8,1,82,8,1
2019/5/2,18.4,8,1,14.2,8,1,49,8,1
2019/5/3,22.3,8,1,14.0,8,1,54,8,1
2019/5/4,23.4,8,1,14.4,8,1,52,8,1
2019/5/5,27.5,8,1,17.2,8,1,46,8,1
2019/5/6,25.8,8,1,16.3,8,1,70,8,1
2019/5/7,15.5,8,1,11.6,8,1,52,8,1
2019/5/8,21.7,8,1,15.6,8,1,34,8,1
2019/5/9,23.0,8,1,17.8,8,1,31,8,1
2019/5/10,25.6,8,1,18.3,8,1,41,8,1
2019/5/11,27.9,8,1,17.5,8,1,50,8,1
2019/5/12,23.7,8,1,15.4,8,1,56,8,1
2019/5/13,23.9,8,1,14.4,8,1,56,8,1
2019/5/14,25.0,8,1,15.5,8,1,70,8,1
2019/5/15,24.1,8,1,17.2,8,1,74,8,1
2019/5/16,26.1,8,1,18.2,8,1,65,8,1
2019/5/17,26.9,8,1,18.3,8,1,66,8,1
2019/5/18,25.6,8,1,18.6,8,1,65,8,1
2019/5/19,26.9,8,1,19.7,8,1,60,8,1
2019/5/20,26.2,8,1,20.5,8,1,54,8,1
2019/5/21,20.5,8,1,16.5,8,1,88,8,1
2019/5/22,24.1,8,1,16.6,8,1,61,8,1
2019/5/23,26.6,8,1,18.4,8,1,48,8,1
2019/5/24,27.8,8,1,19.3,8,1,54,8,1
2019/5/25,31.7,8,1,21.3,8,1,52,8,1
2019/5/26,32.4,8,1,23.4,8,1,51,8,1
2019/5/27,34.1,8,1,25.3,8,1,52,8,1
2019/5/28,25.9,8,1,21.9,8,1,67,8,1
2019/5/29,23.8,8,1,16.9,8,1,69,8,1
2019/5/30,26.2,8,1,18.9,8,1,46,8,1
2019/5/31,25.2,8,1,18.2,8,1,68,8,1
2019/6/1,25.1,8,1,18.6,8,1,58,8,1
2019/6/2,29.2,8,1,20.5,8,1,53,8,1
2019/6/3,28.9,8,1,21.9,8,1,65,8,1
2019/6/4,31.2,8,1,23.4,8,1,60,8,1
2019/6/5,31.3,8,1,22.2,8,1,68,8,1
2019/6/6,26.0,8,1,20.4,8,1,77,8,1
2019/6/7,23.1,8,1,18.5,8,1,83,8,1
2019/6/8,21.3,8,1,18.0,8,1,90,8,1
2019/6/9,22.8,8,1,18.0,8,1,69,8,1
2019/6/10,20.0,8,1,16.1,8,1,71,8,1
2019/6/11,19.7,8,1,16.2,8,1,68,8,1
2019/6/12,22.9,8,1,17.7,8,1,67,8,1
2019/6/13,26.1,8,1,19.5,8,1,64,8,1
2019/6/14,29.5,8,1,21.9,8,1,64,8,1
2019/6/15,21.1,8,1,18.3,8,1,76,8,1
2019/6/16,22.7,8,1,18.3,8,1,76,8,1
2019/6/17,22.2,8,1,18.0,8,1,62,8,1
2019/6/18,27.3,8,1,19.7,8,1,68,8,1
2019/6/19,19.0,8,1,17.4,8,1,92,8,1
2019/6/20,27.2,8,1,20.7,8,1,78,8,1
2019/6/21,29.3,8,1,22.2,8,1,75,8,1
2019/6/22,27.3,8,1,21.4,8,1,82,8,1
2019/6/23,26.6,8,1,21.2,8,1,82,8,1
2019/6/24,19.6,8,1,18.5,8,1,93,8,1
2019/6/25,27.2,8,1,21.6,8,1,74,8,1
2019/6/26,32.4,8,1,24.1,8,1,66,8,1
2019/6/27,26.5,8,1,21.6,8,1,83,8,1
2019/6/28,26.5,8,1,22.2,8,1,92,8,1
2019/6/29,23.8,8,1,19.7,8,1,89,8,1
2019/6/30,21.6,8,1,19.8,8,1,96,8,1
2019/7/1,29.5,8,1,22.7,8,1,82,8,1
2019/7/2,29.6,8,1,24.1,8,1,67,8,1
2019/7/3,29.5,8,1,23.0,8,1,71,8,1
2019/7/4,27.3,8,1,21.6,8,1,83,8,1
2019/7/5,27.1,8,1,23.0,8,1,75,8,1
2019/7/6,24.7,8,1,21.3,8,1,75,8,1
2019/7/7,20.6,8,1,18.4,8,1,80,8,1
2019/7/8,24.8,8,1,19.2,8,1,71,8,1
2019/7/9,22.5,8,1,18.9,8,1,72,8,1
2019/7/10,25.3,8,1,19.8,8,1,67,8,1
2019/7/11,24.3,8,1,19.5,8,1,69,8,1
2019/7/12,22.6,8,1,19.5,8,1,90,8,1
2019/7/13,27.5,8,1,22.7,8,1,78,8,1
2019/7/14,24.2,8,1,21.3,8,1,85,8,1
2019/7/15,27.7,8,1,22.9,8,1,77,8,1
2019/7/16,26.9,8,1,23.1,8,1,74,8,1
2019/7/17,30.7,8,1,24.3,8,1,76,8,1
2019/7/18,30.5,8,1,23.7,8,1,85,8,1
2019/7/19,28.2,8,1,24.1,8,1,85,8,1
2019/7/20,27.6,8,1,24.1,8,1,87,8,1
2019/7/21,27.5,8,1,23.8,8,1,80,8,1
2019/7/22,26.7,8,1,23.1,8,1,79,8,1
2019/7/23,30.8,8,1,24.2,8,1,83,8,1
2019/7/24,32.2,8,1,25.1,8,1,83,8,1
2019/7/25,32.8,8,1,26.4,8,1,78,8,1
2019/7/26,34.9,8,1,28.0,8,1,74,8,1
2019/7/27,35.0,8,1,27.4,8,1,82,8,1
2019/7/28,33.4,8,1,27.5,8,1,80,8,1
2019/7/29,33.6,8,1,27.6,8,1,77,8,1
2019/7/30,34.9,8,1,28.8,8,1,72,8,1
2019/7/31,34.5,8,1,29.0,8,1,69,8,1
2019/8/1,35.6,8,1,29.4,8,1,68,8,1
2019/8/2,35.6,8,1,28.8,8,1,71,8,1
2019/8/3,34.9,8,1,28.6,8,1,72,8,1
2019/8/4,34.9,8,1,28.8,8,1,75,8,1
2019/8/5,36.3,8,1,30.0,8,1,71,8,1
2019/8/6,36.1,8,1,30.1,8,1,71,8,1
2019/8/7,36.8,8,1,30.4,8,1,62,8,1
2019/8/8,36.6,8,1,27.4,8,1,77,8,1
2019/8/9,33.0,8,1,27.6,8,1,79,8,1
2019/8/10,30.2,8,1,26.2,8,1,82,8,1
2019/8/11,31.7,8,1,26.5,8,1,74,8,1
2019/8/12,34.4,8,1,28.3,8,1,72,8,1
2019/8/13,35.9,8,1,29.0,8,1,75,8,1
2019/8/14,32.5,8,1,27.8,8,1,73,8,1
2019/8/15,36.2,8,1,30.2,8,1,66,8,1
2019/8/16,31.2,8,1,28.8,8,1,73,8,1
2019/8/17,33.4,8,1,29.1,8,1,63,8,1
2019/8/18,35.4,8,1,28.3,8,1,68,8,1
2019/8/19,32.6,8,1,26.5,8,1,73,8,1
2019/8/20,25.3,8,1,23.5,8,1,92,8,1
2019/8/21,29.9,8,1,25.5,8,1,77,8,1
2019/8/22,29.5,8,1,25.4,8,1,79,8,1
2019/8/23,28.5,8,1,24.9,8,1,76,8,1
2019/8/24,29.7,8,1,24.6,8,1,66,8,1
2019/8/25,28.1,8,1,22.8,8,1,77,8,1
2019/8/26,28.5,8,1,23.0,8,1,73,8,1
2019/8/27,27.8,8,1,22.7,8,1,77,8,1
2019/8/28,25.9,8,1,22.9,8,1,88,8,1
2019/8/29,29.2,8,1,24.6,8,1,81,8,1
2019/8/30,24.8,8,1,22.9,8,1,91,8,1
2019/8/31,31.2,8,1,24.9,8,1,68,8,1
2019/9/1,30.7,8,1,24.1,8,1,68,8,1
2019/9/2,23.3,8,1,20.8,8,1,91,8,1
2019/9/3,22.7,8,1,20.8,8,1,88,8,1
2019/9/4,28.4,8,1,22.4,8,1,75,8,1
2019/9/5,28.8,8,1,23.4,8,1,79,8,1
2019/9/6,33.4,8,1,26.1,8,1,75,8,1
2019/9/7,33.8,8,1,27.1,8,1,74,8,1
2019/9/8,35.4,8,1,28.0,8,1,70,8,1
2019/9/9,29.5,8,1,25.3,8,1,90,8,1
2019/9/10,32.2,8,1,26.5,8,1,77,8,1
2019/9/11,30.1,8,1,23.7,8,1,85,8,1
2019/9/12,25.6,8,1,20.6,8,1,66,8,1
2019/9/13,24.9,8,1,18.5,8,1,74,8,1
2019/9/14,28.4,8,1,20.6,8,1,73,8,1
2019/9/15,29.9,8,1,23.0,8,1,74,8,1
2019/9/16,22.5,8,1,21.3,8,1,91,8,1
2019/9/17,27.9,8,1,22.0,8,1,71,8,1
2019/9/18,22.2,8,1,18.5,8,1,78,8,1
2019/9/19,22.9,8,1,18.3,8,1,58,8,1
2019/9/20,24.4,8,1,18.4,8,1,61,8,1
2019/9/21,23.0,8,1,17.9,8,1,74,8,1
2019/9/22,22.3,8,1,19.0,8,1,86,8,1
2019/9/23,27.4,8,1,22.0,8,1,79,8,1
2019/9/24,25.4,8,1,21.1,8,1,75,8,1
2019/9/25,24.7,8,1,19.2,8,1,65,8,1
2019/9/26,24.2,8,1,17.1,8,1,68,8,1
2019/9/27,26.9,8,1,18.2,8,1,69,8,1
2019/9/28,25.6,8,1,19.0,8,1,77,8,1
2019/9/29,26.0,8,1,20.4,8,1,86,8,1
2019/9/30,27.7,8,1,21.2,8,1,77,8,1
2020/5/1,23.0,8,1,17.2,8,1,60,8,1
2020/5/2,28.8,8,1,22.4,8,1,55,8,1
2020/5/3,29.8,8,1,21.4,8,1,58,8,1
2020/5/4,28.7,8,1,21.2,8,1,57,8,1
2020/5/5,22.0,8,1,16.7,8,1,57,8,1
2020/5/6,16.5,8,1,12.3,8,1,78,8,1
2020/5/7,18.2,8,1,12.0,8,1,59,8,1
2020/5/8,24.4,8,1,14.2,8,1,50,8,1
2020/5/9,22.3,8,1,16.7,8,1,57,8,1
2020/5/10,23.4,8,1,17.0,8,1,81,8,1
2020/5/11,24.6,8,1,19.6,8,1,53,8,1
2020/5/12,25.8,8,1,18.0,8,1,57,8,1
2020/5/13,21.6,8,1,15.9,8,1,59,8,1
2020/5/14,24.0,8,1,17.3,8,1,41,8,1
2020/5/15,24.8,8,1,17.6,8,1,55,8,1
2020/5/16,24.3,8,1,18.8,8,1,63,8,1
2020/5/17,21.7,8,1,17.4,8,1,80,8,1
2020/5/18,24.1,8,1,18.1,8,1,73,8,1
2020/5/19,16.5,8,1,13.4,8,1,84,8,1
2020/5/20,13.2,8,1,9.9,8,1,78,8,1
2020/5/21,13.6,8,1,10.6,8,1,83,8,1
2020/5/22,21.3,8,1,14.2,8,1,76,8,1
2020/5/23,24.7,8,1,16.7,8,1,82,8,1
2020/5/24,29.1,8,1,20.5,8,1,72,8,1
2020/5/25,26.2,8,1,20.8,8,1,66,8,1
2020/5/26,26.6,8,1,20.2,8,1,70,8,1
2020/5/27,23.5,8,1,18.1,8,1,71,8,1
2020/5/28,24.3,8,1,17.9,8,1,54,8,1
2020/5/29,25.1,8,1,17.8,8,1,59,8,1
2020/5/30,27.9,8,1,19.6,8,1,51,8,1
2020/5/31,29.6,8,1,20.9,8,1,54,8,1
2020/6/1,27.2,8,1,21.2,8,1,63,8,1
2020/6/2,28.9,8,1,22.8,8,1,54,8,1
2020/6/3,28.9,8,1,22.3,8,1,48,8,1
2020/6/4,33.2,8,1,23.6,8,1,58,8,1
2020/6/5,31.3,8,1,23.9,8,1,68,8,1
2020/6/6,27.3,8,1,21.0,8,1,62,8,1
2020/6/7,26.2,8,1,19.1,8,1,64,8,1
2020/6/8,28.1,8,1,20.6,8,1,59,8,1
2020/6/9,33.7,8,1,23.8,8,1,50,8,1
2020/6/10,34.5,8,1,25.8,8,1,50,8,1
2020/6/11,29.3,8,1,24.5,8,1,73,8,1
2020/6/12,29.9,8,1,24.3,8,1,65,8,1
2020/6/13,24.4,8,1,21.0,8,1,67,8,1
