ダウンロードした時刻：2023/05/31 13:52:40

,山口,山口,山口,山口,山口,山口,山口,山口,山口
年月日,最高気温(℃),最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2014/6/4,21.5,8,2,19.6,8,2,85,8,2
2014/6/5,24.6,8,2,20.7,8,2,81,8,2
2014/6/6,27.4,8,2,21.7,8,2,78,8,2
2014/6/7,27.5,8,2,21.9,8,2,78,8,2
2014/6/8,28.2,8,2,21.8,8,2,79,8,2
2014/6/9,30.0,8,2,23.8,8,2,72,8,2
2014/6/10,26.9,8,2,23.9,8,2,73,8,2
2014/6/11,26.7,8,2,22.1,8,2,82,8,2
2014/6/12,25.4,8,2,21.4,8,2,77,8,2
2014/6/13,27.6,8,2,21.7,8,2,68,8,2
2014/6/14,28.2,8,2,22.2,8,2,69,8,2
2014/6/15,29.5,8,2,23.0,8,2,66,8,2
2014/6/16,29.4,8,2,22.8,8,2,70,8,2
2014/6/17,21.2,8,2,19.3,8,2,90,8,2
2014/6/18,23.2,8,2,19.3,8,2,89,8,2
2014/6/19,28.3,8,2,22.3,8,2,75,8,2
2014/6/20,29.6,8,2,23.5,8,2,76,8,2
2014/6/21,26.8,8,2,22.3,8,2,83,8,2
2014/6/22,24.9,8,2,21.3,8,2,87,8,2
2014/6/23,28.7,8,2,22.6,8,2,78,8,2
2014/6/24,28.5,8,2,23.0,8,2,71,8,2
2014/6/25,29.6,8,2,23.5,8,2,70,8,2
2014/6/26,28.1,8,2,23.2,8,2,74,8,2
2014/6/27,25.6,8,2,22.5,8,2,81,8,2
2014/6/28,26.5,8,2,22.8,8,2,85,8,2
2014/6/29,30.9,8,2,24.6,8,2,66,8,2
2014/6/30,29.7,8,2,24.0,8,2,69,8,2
2014/7/1,30.2,8,2,24.9,8,2,69,8,2
2014/7/2,28.3,8,2,23.6,8,2,75,8,2
2014/7/3,23.7,8,2,21.7,8,2,95,8,2
2014/7/4,27.9,8,2,23.3,8,2,82,8,2
2014/7/5,26.5,8,2,23.0,8,2,76,8,2
2014/7/6,22.9,8,2,21.5,8,2,90,8,2
2014/7/7,24.2,8,2,22.8,8,2,96,8,2
2014/7/8,30.2,8,2,26.7,8,2,86,8,2
2014/7/9,29.5,8,2,27.6,8,2,76,8,2
2014/7/10,28.3,8,2,25.9,8,2,82,8,2
2014/7/11,32.6,8,2,26.0,8,2,66,8,2
2014/7/12,31.4,8,2,24.3,8,2,71,8,2
2014/7/13,27.0,8,2,23.5,8,2,89,8,2
2014/7/14,29.1,8,2,24.7,8,2,84,8,2
2014/7/15,29.6,8,2,24.7,8,2,86,8,2
2014/7/16,28.4,8,2,24.7,8,2,91,8,2
2014/7/17,31.8,8,2,26.2,8,2,83,8,2
2014/7/18,33.4,8,2,27.7,8,2,72,8,2
2014/7/19,33.7,8,2,26.9,8,2,75,8,2
2014/7/20,32.6,8,2,26.4,8,2,75,8,2
2014/7/21,32.7,8,2,27.0,8,2,74,8,2
2014/7/22,33.9,8,2,27.9,8,2,72,8,2
2014/7/23,34.3,8,2,28.5,8,2,73,8,2
2014/7/24,35.1,8,2,29.9,8,2,71,8,2
2014/7/25,36.9,8,2,30.4,8,2,68,8,2
2014/7/26,35.5,8,2,29.8,8,2,72,8,2
2014/7/27,32.4,8,2,27.5,8,2,65,8,2
2014/7/28,32.1,8,2,25.8,8,2,66,8,2
2014/7/29,34.5,8,2,27.9,8,2,65,8,2
2014/7/30,35.4,8,2,29.8,8,2,67,8,2
2014/7/31,34.8,8,2,29.3,8,2,68,8,2
2014/8/1,32.0,8,2,28.0,8,2,72,8,2
2014/8/2,29.5,8,2,26.7,8,2,80,8,2
2014/8/3,28.4,8,2,26.9,8,2,86,8,2
2014/8/4,30.9,8,2,26.7,8,2,87,8,2
2014/8/5,26.0,8,2,25.1,8,2,95,8,2
2014/8/6,31.5,8,2,26.9,8,2,85,8,2
2014/8/7,32.6,8,2,28.0,8,2,75,8,2
2014/8/8,31.0,8,2,26.1,8,2,83,8,2
2014/8/9,30.3,8,2,27.1,8,2,70,8,2
2014/8/10,29.6,8,2,25.9,8,2,76,8,2
2014/8/11,29.1,8,2,24.6,8,2,80,8,2
2014/8/12,31.9,8,2,26.0,8,2,77,8,2
2014/8/13,31.9,8,2,26.5,8,2,73,8,2
2014/8/14,28.2,8,2,26.6,8,2,86,8,2
2014/8/15,27.4,8,2,26.1,8,2,94,8,2
2014/8/16,30.8,8,2,26.5,8,2,82,8,2
2014/8/17,32.9,8,2,27.2,8,2,79,8,2
2014/8/18,31.2,8,2,27.1,8,2,84,8,2
2014/8/19,31.6,8,2,26.8,8,2,85,8,2
2014/8/20,30.8,8,2,26.4,8,2,86,8,2
2014/8/21,32.8,8,2,28.5,8,2,77,8,2
2014/8/22,29.0,8,2,24.4,8,2,85,8,2
2014/8/23,32.4,8,2,26.5,8,2,77,8,2
2014/8/24,30.0,8,2,25.8,8,2,87,8,2
2014/8/25,28.9,8,2,25.9,8,2,87,8,2
2014/8/26,30.4,8,2,26.2,8,2,82,8,2
2014/8/27,29.4,8,2,25.4,8,2,78,8,2
2014/8/28,26.7,8,2,24.4,8,2,74,8,2
2014/8/29,24.1,8,2,22.0,8,2,88,8,2
2014/8/30,30.7,8,2,23.1,8,2,75,8,2
2014/8/31,30.4,8,2,24.3,8,2,75,8,2
2014/9/1,27.4,8,2,23.9,8,2,81,8,2
2014/9/2,30.2,8,2,25.5,8,2,75,8,2
2014/9/3,29.2,8,2,26.2,8,2,82,8,2
2014/9/4,25.0,8,2,23.7,8,2,91,8,2
2014/9/5,31.1,8,2,24.8,8,2,79,8,2
2014/9/6,28.5,8,2,23.3,8,2,86,8,2
2014/9/7,31.5,8,2,25.1,8,2,78,8,2
2014/9/8,31.9,8,2,24.7,8,2,71,8,2
2014/9/9,32.4,8,2,24.7,8,2,67,8,2
2014/9/10,30.4,8,2,24.1,8,2,73,8,2
2014/9/11,30.3,8,2,24.1,8,2,63,8,2
2014/9/12,28.1,8,2,22.0,8,2,61,8,2
2014/9/13,29.1,8,2,22.5,8,2,63,8,2
2014/9/14,28.9,8,2,22.0,8,2,70,8,2
2014/9/15,29.0,8,2,22.6,8,2,75,8,2
2014/9/16,30.9,8,2,23.9,8,2,68,8,2
2014/9/17,27.6,8,2,23.0,8,2,62,8,2
2014/9/18,27.7,8,2,22.5,8,2,58,8,2
2014/9/19,22.4,8,2,19.5,8,2,62,8,2
2014/9/20,25.1,8,2,19.5,8,2,70,8,2
2014/9/21,27.9,8,2,20.4,8,2,70,8,2
2014/9/22,29.4,8,2,22.9,8,2,67,8,2
2014/9/23,28.5,8,2,22.1,8,2,72,8,2
2014/9/24,25.6,8,2,23.1,8,2,87,8,2
2014/9/25,26.5,8,2,23.0,8,2,74,8,2
2014/9/26,27.9,8,2,22.0,8,2,68,8,2
2014/9/27,28.1,8,2,21.9,8,2,76,8,2
2014/9/28,29.8,8,2,22.6,8,2,70,8,2
2014/9/29,29.5,8,2,21.9,8,2,70,8,2
2014/9/30,25.6,8,2,22.2,8,2,74,8,2
2015/5/1,27.5,8,2,20.3,8,2,67,8,2
2015/5/2,28.1,8,2,21.4,8,2,62,8,2
2015/5/3,20.8,8,2,18.9,8,2,84,8,2
2015/5/4,25.9,8,2,19.7,8,2,79,8,2
2015/5/5,25.3,8,2,18.4,8,2,58,8,2
2015/5/6,24.8,8,2,17.7,8,2,66,8,2
2015/5/7,23.3,8,2,17.6,8,2,76,8,2
2015/5/8,27.5,8,2,19.2,8,2,65,8,2
2015/5/9,22.6,8,2,17.0,8,2,79,8,2
2015/5/10,26.6,8,2,18.9,8,2,63,8,2
2015/5/11,24.1,8,2,18.6,8,2,65,8,2
2015/5/12,20.3,8,2,16.1,8,2,79,8,2
2015/5/13,28.0,8,2,18.6,8,2,60,8,2
2015/5/14,23.4,8,2,17.8,8,2,73,8,2
2015/5/15,29.4,8,2,21.7,8,2,81,8,2
2015/5/16,22.6,8,2,19.0,8,2,79,8,2
2015/5/17,27.9,8,2,19.7,8,2,58,8,2
2015/5/18,22.1,8,2,18.7,8,2,83,8,2
2015/5/19,29.3,8,2,22.2,8,2,70,8,2
2015/5/20,25.8,8,2,18.5,8,2,64,8,2
2015/5/21,26.7,8,2,18.6,8,2,54,8,2
2015/5/22,28.1,8,2,19.8,8,2,54,8,2
2015/5/23,22.6,8,2,18.8,8,2,68,8,2
2015/5/24,27.5,8,2,20.6,8,2,66,8,2
2015/5/25,30.1,8,2,22.2,8,2,60,8,2
2015/5/26,32.1,8,2,23.3,8,2,55,8,2
2015/5/27,33.3,8,2,23.4,8,2,48,8,2
2015/5/28,27.0,8,2,21.3,8,2,60,8,2
2015/5/29,31.3,8,2,23.7,8,2,61,8,2
2015/5/30,24.8,8,2,20.5,8,2,83,8,2
2015/5/31,29.0,8,2,22.7,8,2,71,8,2
2015/6/1,30.9,8,2,23.6,8,2,65,8,2
2015/6/2,27.8,8,2,23.5,8,2,79,8,2
2015/6/3,25.5,8,2,21.4,8,2,69,8,2
2015/6/4,29.1,8,2,20.4,8,2,54,8,2
2015/6/5,17.5,8,2,16.0,8,2,85,8,2
2015/6/6,25.0,8,2,19.1,8,2,72,8,2
2015/6/7,26.1,8,2,20.0,8,2,72,8,2
2015/6/8,21.7,8,2,20.2,8,2,85,8,2
2015/6/9,25.4,5,2,21.7,8,2,84,8,2
2015/6/10,27.8,8,2,22.6,8,2,73,8,2
2015/6/11,21.9,8,2,20.9,8,2,94,8,2
2015/6/12,32.2,8,2,25.2,8,2,67,8,2
2015/6/13,29.4,8,2,22.4,8,2,68,8,2
2015/6/14,26.8,8,2,22.1,8,2,76,8,2
2015/6/15,30.0,8,2,23.0,8,2,77,8,2
2015/6/16,26.7,8,2,22.0,8,2,81,8,2
2015/6/17,27.7,8,2,22.3,8,2,76,8,2
2015/6/18,22.2,8,2,20.8,8,2,92,8,2
2015/6/19,21.6,8,2,20.2,8,2,94,8,2
2015/6/20,27.8,8,2,22.4,8,2,80,8,2
2015/6/21,29.3,8,2,23.0,8,2,71,8,2
2015/6/22,25.9,8,2,21.2,8,2,77,8,2
2015/6/23,28.5,8,2,23.3,8,2,74,8,2
2015/6/24,29.2,8,2,23.9,8,2,76,8,2
2015/6/25,28.1,8,2,24.3,8,2,78,8,2
2015/6/26,26.2,8,2,23.2,8,2,87,8,2
2015/6/27,23.3,8,2,21.5,8,2,79,8,2
2015/6/28,27.9,8,2,21.8,8,2,69,8,2
2015/6/29,29.9,8,2,22.6,8,2,69,8,2
2015/6/30,24.9,8,2,21.7,8,2,80,8,2
2015/7/1,25.3,8,2,22.7,8,2,81,8,2
2015/7/2,28.6,8,2,23.6,8,2,72,8,2
2015/7/3,28.2,8,2,23.1,8,2,75,8,2
2015/7/4,22.7,8,2,20.6,8,2,90,8,2
2015/7/5,26.8,8,2,21.5,8,2,81,8,2
2015/7/6,25.8,8,2,22.1,8,2,82,8,2
2015/7/7,25.3,8,2,22.5,8,2,91,8,2
2015/7/8,29.5,8,2,24.5,8,2,91,8,2
2015/7/9,32.1,8,2,26.7,8,2,82,8,2
2015/7/10,33.4,8,2,28.3,8,2,74,8,2
2015/7/11,33.5,8,2,27.8,8,2,74,8,2
2015/7/12,29.5,8,2,26.4,8,2,83,8,2
2015/7/13,28.0,8,2,25.6,8,2,85,8,2
2015/7/14,29.3,8,2,24.9,8,2,85,8,2
2015/7/15,33.7,8,2,27.9,8,2,73,8,2
2015/7/16,28.9,8,2,25.5,8,2,74,8,2
2015/7/17,25.5,8,2,22.7,8,2,75,8,2
2015/7/18,30.5,8,2,25.2,8,2,73,8,2
2015/7/19,28.9,8,2,27.2,8,2,77,8,2
2015/7/20,30.4,8,2,27.0,8,2,77,8,2
2015/7/21,28.9,8,2,25.4,8,2,86,8,2
2015/7/22,26.3,8,2,24.4,8,2,94,8,2
2015/7/23,27.4,8,2,24.5,8,2,88,8,2
2015/7/24,30.4,8,2,26.4,8,2,82,8,2
2015/7/25,32.0,8,2,27.7,8,2,74,8,2
2015/7/26,31.6,8,2,27.9,8,2,72,8,2
2015/7/27,33.4,8,2,27.6,8,2,76,8,2
2015/7/28,31.7,8,2,28.1,8,2,79,8,2
2015/7/29,34.1,8,2,29.1,8,2,74,8,2
2015/7/30,36.4,8,2,29.7,8,2,71,8,2
2015/7/31,36.8,8,2,30.2,8,2,69,8,2
2015/8/1,37.1,8,2,30.2,8,2,68,8,2
2015/8/2,36.2,8,2,29.7,8,2,66,8,2
2015/8/3,36.1,8,2,29.0,8,2,63,8,2
2015/8/4,35.8,8,2,28.9,8,2,70,8,2
2015/8/5,35.7,8,2,29.1,8,2,73,8,2
2015/8/6,36.4,8,2,29.6,8,2,66,8,2
2015/8/7,35.7,8,2,30.2,8,2,67,8,2
2015/8/8,37.0,8,2,29.8,8,2,68,8,2
2015/8/9,36.2,8,2,29.4,8,2,64,8,2
2015/8/10,37.2,8,2,29.4,8,2,62,8,2
2015/8/11,35.4,8,2,29.2,8,2,69,8,2
2015/8/12,26.7,8,2,24.2,8,2,90,8,2
2015/8/13,29.3,8,2,25.7,8,2,84,8,2
2015/8/14,32.8,8,2,26.5,8,2,74,8,2
2015/8/15,33.8,8,2,27.2,8,2,71,8,2
2015/8/16,31.2,8,2,26.9,8,2,71,8,2
2015/8/17,29.0,8,2,24.9,8,2,85,8,2
2015/8/18,32.7,8,2,26.6,8,2,75,8,2
2015/8/19,30.0,8,2,25.3,8,2,86,8,2
2015/8/20,27.4,8,2,24.7,8,2,92,8,2
2015/8/21,29.2,8,2,25.5,8,2,90,8,2
2015/8/22,32.4,8,2,26.9,8,2,75,8,2
2015/8/23,33.1,8,2,26.7,8,2,71,8,2
2015/8/24,29.5,8,2,25.8,8,2,79,8,2
2015/8/25,27.3,8,2,24.0,8,2,85,8,2
2015/8/26,27.6,8,2,23.3,8,2,77,8,2
2015/8/27,31.9,8,2,24.9,8,2,72,8,2
2015/8/28,30.2,8,2,24.6,8,2,74,8,2
2015/8/29,27.0,8,2,23.8,8,2,84,8,2
2015/8/30,29.4,8,2,24.8,8,2,82,8,2
2015/8/31,24.2,8,2,22.5,8,2,95,8,2
2015/9/1,28.4,8,2,24.7,8,2,85,8,2
2015/9/2,28.2,8,2,24.4,8,2,84,8,2
2015/9/3,30.0,8,2,24.4,8,2,83,8,2
2015/9/4,30.8,8,2,24.2,8,2,77,8,2
2015/9/5,28.0,8,2,23.3,8,2,80,8,2
2015/9/6,23.8,8,2,21.4,8,2,89,8,2
2015/9/7,28.2,8,2,23.1,8,2,72,8,2
2015/9/8,27.8,8,2,23.5,8,2,68,8,2
2015/9/9,24.8,8,2,22.8,8,2,78,8,2
2015/9/10,26.1,8,2,22.0,8,2,75,8,2
2015/9/11,29.1,8,2,21.7,8,2,72,8,2
2015/9/12,26.4,8,2,21.3,8,2,79,8,2
2015/9/13,27.2,8,2,21.8,8,2,70,8,2
2015/9/14,27.2,8,2,20.7,8,2,67,8,2
2015/9/15,26.9,8,2,21.0,8,2,74,8,2
2015/9/16,24.6,8,2,20.6,8,2,87,8,2
2015/9/17,28.1,8,2,21.8,8,2,83,8,2
2015/9/18,27.9,8,2,22.7,8,2,67,8,2
2015/9/19,27.0,8,2,21.5,8,2,68,8,2
2015/9/20,28.1,8,2,21.2,8,2,71,8,2
2015/9/21,29.4,8,2,21.7,8,2,76,8,2
2015/9/22,28.3,8,2,21.5,8,2,76,8,2
2015/9/23,28.2,8,2,22.1,8,2,77,8,2
2015/9/24,24.3,8,2,21.7,8,2,87,8,2
2015/9/25,27.4,8,2,23.3,8,2,80,8,2
2015/9/26,29.2,8,2,24.1,8,2,72,8,2
2015/9/27,30.4,8,2,24.3,8,2,68,8,2
2015/9/28,30.4,8,2,23.4,8,2,67,8,2
2015/9/29,30.4,8,2,22.6,8,2,56,8,2
2015/9/30,23.0,8,2,19.3,8,2,65,8,2
2016/5/1,28.5,8,2,18.9,8,2,63,8,2
2016/5/2,27.5,8,2,19.6,8,2,67,8,2
2016/5/3,20.0,8,2,17.7,8,2,78,8,2
2016/5/4,26.5,8,2,18.7,8,2,52,8,2
2016/5/5,28.4,8,2,20.8,8,2,38,8,2
2016/5/6,19.8,8,2,16.6,8,2,84,8,2
2016/5/7,26.0,8,2,19.3,8,2,73,8,2
2016/5/8,26.7,8,2,18.8,8,2,59,8,2
2016/5/9,18.4,8,2,16.7,8,2,96,8,2
2016/5/10,20.5,8,2,18.4,8,2,98,8,2
2016/5/11,18.0,8,2,15.2,8,2,78,8,2
2016/5/12,26.5,8,2,17.2,8,2,65,8,2
2016/5/13,27.1,8,2,19.4,8,2,70,8,2
2016/5/14,29.0,8,2,20.6,8,2,64,8,2
2016/5/15,23.8,8,2,21.6,8,2,75,8,2
2016/5/16,22.1,8,2,16.4,8,2,88,8,2
2016/5/17,26.7,8,2,16.8,8,2,58,8,2
2016/5/18,28.3,8,2,19.2,8,2,60,8,2
2016/5/19,28.1,8,2,20.8,8,2,60,8,2
2016/5/20,29.1,8,2,21.4,8,2,59,8,2
2016/5/21,30.7,8,2,21.9,8,2,60,8,2
2016/5/22,29.7,8,2,21.9,8,2,62,8,2
2016/5/23,30.6,8,2,23.3,8,2,56,8,2
2016/5/24,25.2,8,2,21.9,8,2,73,8,2
2016/5/25,22.7,8,2,21.3,8,2,95,8,2
2016/5/26,25.8,8,2,23.0,8,2,89,8,2
2016/5/27,29.8,8,2,23.2,8,2,67,8,2
2016/5/28,24.3,8,2,20.3,8,2,82,8,2
2016/5/29,20.5,8,2,19.6,8,2,94,8,2
2016/5/30,29.5,8,2,22.3,8,2,75,8,2
2016/5/31,32.3,8,2,22.9,8,2,56,8,2
2016/6/1,29.2,8,2,21.5,8,2,58,8,2
2016/6/2,27.3,8,2,20.2,8,2,57,8,2
2016/6/3,28.8,8,2,21.1,8,2,59,8,2
2016/6/4,24.5,8,2,20.1,8,2,78,8,2
2016/6/5,23.3,8,2,19.8,8,2,86,8,2
2016/6/6,25.6,8,2,22.2,8,2,77,8,2
2016/6/7,25.3,8,2,21.7,8,2,88,8,2
2016/6/8,25.9,8,2,23.0,8,2,80,8,2
2016/6/9,29.6,8,2,23.6,8,2,80,8,2
2016/6/10,31.8,8,2,24.9,8,2,71,8,2
2016/6/11,28.7,8,2,24.9,8,2,73,8,2
2016/6/12,25.1,8,2,23.3,8,2,86,8,2
2016/6/13,29.0,8,2,23.6,8,2,78,8,2
2016/6/14,30.9,8,2,25.1,8,2,70,8,2
2016/6/15,28.1,5,2,24.1,5,2,80,5,2
2016/6/16,24.9,8,2,23.0,8,2,86,8,2
2016/6/17,28.6,8,2,23.1,8,2,72,8,2
2016/6/18,31.0,8,2,23.6,8,2,70,8,2
2016/6/19,28.2,8,2,23.6,8,2,90,8,2
2016/6/20,26.7,8,2,23.9,8,2,92,8,2
2016/6/21,27.4,8,2,23.6,8,2,92,8,2
2016/6/22,24.7,8,2,22.9,8,2,97,8,2
2016/6/23,30.5,8,2,25.4,8,2,81,8,2
2016/6/24,27.5,8,2,24.2,8,2,91,8,2
2016/6/25,24.4,8,2,22.6,8,2,76,8,2
2016/6/26,28.9,8,2,22.6,8,2,72,8,2
2016/6/27,25.8,8,2,20.1,8,2,88,8,2
2016/6/28,24.2,8,2,21.3,8,2,91,8,2
2016/6/29,23.9,8,2,22.1,8,2,98,8,2
2016/6/30,27.9,8,2,24.5,8,2,88,8,2
2016/7/1,32.3,8,2,25.9,8,2,79,8,2
2016/7/2,31.3,8,2,26.2,8,2,85,8,2
2016/7/3,34.4,8,2,27.5,8,2,87,8,2
2016/7/4,34.3,8,2,28.4,8,2,82,8,2
2016/7/5,33.9,8,2,28.2,8,2,80,8,2
2016/7/6,33.4,8,2,28.5,8,2,76,8,2
2016/7/7,33.6,8,2,27.9,8,2,73,8,2
2016/7/8,25.4,8,2,23.6,8,2,92,8,2
2016/7/9,31.7,8,2,25.6,8,2,88,8,2
2016/7/10,32.0,8,2,27.3,8,2,84,8,2
2016/7/11,29.1,8,2,26.3,8,2,91,8,2
2016/7/12,28.7,8,2,26.1,8,2,94,8,2
2016/7/13,28.3,8,2,25.5,8,2,96,8,2
2016/7/14,31.6,8,2,27.1,8,2,80,8,2
2016/7/15,28.3,8,2,24.1,8,2,74,8,2
2016/7/16,28.1,8,2,24.1,8,2,83,8,2
2016/7/17,31.8,8,2,26.7,8,2,76,8,2
2016/7/18,33.5,8,2,26.6,8,2,74,8,2
2016/7/19,34.3,8,2,27.3,8,2,71,8,2
2016/7/20,34.3,8,2,27.6,8,2,72,8,2
2016/7/21,34.2,8,2,27.1,8,2,67,8,2
2016/7/22,33.2,8,2,26.3,8,2,72,8,2
2016/7/23,33.1,8,2,27.0,8,2,75,8,2
2016/7/24,31.0,8,2,27.5,8,2,75,8,2
2016/7/25,31.9,8,2,27.2,8,2,79,8,2
2016/7/26,33.0,8,2,27.7,8,2,77,8,2
2016/7/27,34.5,8,2,28.1,8,2,71,8,2
2016/7/28,33.6,8,2,28.5,8,2,71,8,2
2016/7/29,34.6,8,2,29.3,8,2,67,8,2
2016/7/30,34.9,8,2,29.1,8,2,71,8,2
2016/7/31,35.6,8,2,29.4,8,2,70,8,2
2016/8/1,36.2,8,2,29.4,8,2,71,8,2
2016/8/2,36.0,8,2,29.4,8,2,68,8,2
2016/8/3,35.5,8,2,27.6,8,2,79,8,2
2016/8/4,35.6,8,2,28.2,8,2,78,8,2
2016/8/5,34.8,8,2,28.4,8,2,79,8,2
2016/8/6,35.4,8,2,29.2,8,2,73,8,2
2016/8/7,34.5,8,2,29.0,8,2,74,8,2
2016/8/8,36.0,8,2,29.8,8,2,70,8,2
2016/8/9,36.3,8,2,29.6,8,2,70,8,2
2016/8/10,37.4,8,2,29.7,8,2,59,8,2
2016/8/11,37.8,8,2,30.0,8,2,62,8,2
2016/8/12,37.4,8,2,29.5,8,2,66,8,2
2016/8/13,36.4,8,2,29.8,8,2,70,8,2
2016/8/14,37.2,8,2,30.5,8,2,69,8,2
2016/8/15,35.5,8,2,28.5,8,2,81,8,2
2016/8/16,31.2,8,2,26.4,8,2,93,8,2
2016/8/17,33.9,8,2,28.1,8,2,78,8,2
2016/8/18,36.1,8,2,29.3,8,2,70,8,2
2016/8/19,35.5,8,2,28.4,8,2,79,8,2
2016/8/20,36.2,8,2,29.2,8,2,71,8,2
2016/8/21,36.0,8,2,28.4,8,2,78,8,2
2016/8/22,34.7,8,2,29.3,8,2,73,8,2
2016/8/23,34.2,8,2,28.3,8,2,68,8,2
2016/8/24,34.9,8,2,28.2,8,2,71,8,2
2016/8/25,34.1,8,2,28.3,8,2,74,8,2
2016/8/26,33.0,8,2,27.3,8,2,78,8,2
2016/8/27,31.2,8,2,26.0,8,2,72,8,2
2016/8/28,24.3,8,2,23.2,8,2,91,8,2
2016/8/29,24.8,8,2,21.9,8,2,78,8,2
2016/8/30,27.1,8,2,21.3,8,2,81,8,2
2016/8/31,30.1,8,2,24.5,8,2,61,8,2
2016/9/1,29.4,8,2,24.2,8,2,71,8,2
2016/9/2,30.3,8,2,25.9,8,2,66,8,2
2016/9/3,30.1,8,2,26.5,8,2,71,8,2
2016/9/4,29.5,8,2,26.5,8,2,81,8,2
2016/9/5,27.7,8,2,25.1,8,2,89,8,2
2016/9/6,33.0,8,2,26.8,8,2,82,8,2
2016/9/7,31.7,8,2,26.8,8,2,81,8,2
2016/9/8,28.9,8,2,24.4,8,2,79,8,2
2016/9/9,30.3,8,2,24.4,8,2,76,8,2
2016/9/10,30.8,8,2,24.6,8,2,76,8,2
2016/9/11,31.7,8,2,25.8,8,2,76,8,2
2016/9/12,24.8,8,2,22.2,8,2,94,8,2
2016/9/13,30.3,8,2,24.9,8,2,74,8,2
2016/9/14,27.0,8,2,23.9,8,2,85,8,2
2016/9/15,30.9,8,2,25.1,8,2,80,8,2
2016/9/16,31.6,8,2,26.1,8,2,80,8,2
2016/9/17,30.5,8,2,26.9,8,2,81,8,2
2016/9/18,25.6,8,2,24.0,8,2,98,8,2
2016/9/19,25.7,8,2,22.8,8,2,92,8,2
2016/9/20,23.3,8,2,20.7,8,2,79,8,2
2016/9/21,26.5,8,2,21.6,8,2,72,8,2
2016/9/22,26.5,8,2,21.4,8,2,93,8,2
2016/9/23,29.2,8,2,23.3,8,2,80,8,2
2016/9/24,29.8,8,2,24.1,8,2,80,8,2
2016/9/25,28.3,8,2,23.6,8,2,89,8,2
2016/9/26,30.8,8,2,25.8,8,2,82,8,2
2016/9/27,32.5,8,2,26.5,8,2,80,8,2
2016/9/28,26.1,8,2,24.7,8,2,98,8,2
2016/9/29,23.8,8,2,22.0,8,2,93,8,2
2016/9/30,24.5,8,2,21.6,8,2,94,8,2
2017/5/1,25.9,8,2,17.6,8,2,70,8,2
2017/5/2,26.4,8,2,18.1,8,2,58,8,2
2017/5/3,25.9,8,2,19.4,8,2,65,8,2
2017/5/4,26.1,8,2,20.1,8,2,68,8,2
2017/5/5,26.9,8,2,21.2,8,2,77,8,2
2017/5/6,26.7,8,2,20.1,8,2,77,8,2
2017/5/7,27.7,8,2,19.4,8,2,49,8,2
2017/5/8,29.8,8,2,20.4,8,2,51,8,2
2017/5/9,17.8,8,2,15.2,8,2,82,8,2
2017/5/10,18.6,8,2,16.4,8,2,93,8,2
2017/5/11,28.6,8,2,21.0,8,2,69,8,2
2017/5/12,23.6,8,2,17.7,8,2,89,8,2
2017/5/13,25.4,8,2,19.5,8,2,79,8,2
2017/5/14,27.2,8,2,20.1,8,2,58,8,2
2017/5/15,25.0,8,2,18.2,8,2,55,8,2
2017/5/16,23.1,8,2,16.9,8,2,65,8,2
2017/5/17,25.1,8,2,18.4,8,2,65,8,2
2017/5/18,27.5,8,2,19.4,8,2,63,8,2
2017/5/19,29.9,8,2,20.4,8,2,61,8,2
2017/5/20,30.7,8,2,21.3,8,2,60,8,2
2017/5/21,28.1,8,2,20.7,8,2,62,8,2
2017/5/22,29.1,8,2,21.5,8,2,65,8,2
2017/5/23,29.0,8,2,22.5,8,2,67,8,2
2017/5/24,22.7,8,2,20.5,8,2,87,8,2
2017/5/25,27.4,8,2,21.8,8,2,77,8,2
2017/5/26,24.3,8,2,18.1,8,2,67,8,2
2017/5/27,26.4,8,2,18.4,8,2,57,8,2
2017/5/28,29.5,8,2,20.6,8,2,55,8,2
2017/5/29,32.9,8,2,23.8,8,2,53,8,2
2017/5/30,33.4,8,2,24.4,8,2,61,8,2
2017/5/31,28.5,8,2,23.1,8,2,68,8,2
2017/6/1,28.0,8,2,21.2,8,2,80,8,2
2017/6/2,25.5,8,2,20.8,8,2,61,8,2
2017/6/3,29.0,8,2,19.9,8,2,58,8,2
2017/6/4,29.3,8,2,20.9,8,2,54,8,2
2017/6/5,29.5,8,2,21.4,8,2,49,8,2
2017/6/6,26.2,8,2,21.1,8,2,65,8,2
2017/6/7,21.1,8,2,18.6,8,2,91,8,2
2017/6/8,25.4,5,2,19.9,8,2,78,8,2
2017/6/9,30.9,8,2,21.7,8,2,62,8,2
2017/6/10,30.3,8,2,22.4,8,2,69,8,2
2017/6/11,26.6,8,2,21.9,8,2,76,8,2
2017/6/12,25.6,8,2,19.9,8,2,62,8,2
2017/6/13,27.3,8,2,20.1,8,2,62,8,2
2017/6/14,29.6,8,2,21.3,8,2,58,8,2
2017/6/15,31.2,8,2,22.6,8,2,57,8,2
2017/6/16,31.1,8,2,23.1,8,2,62,8,2
2017/6/17,31.1,8,2,23.8,8,2,58,8,2
2017/6/18,31.1,8,2,24.8,8,2,65,8,2
2017/6/19,32.5,8,2,24.4,8,2,65,8,2
2017/6/20,25.6,8,2,22.0,8,2,81,8,2
