ダウンロードした時刻：2023/05/31 13:52:17

,徳島,徳島,徳島,徳島,徳島,徳島,徳島,徳島,徳島
年月日,最高気温(℃),最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2008/5/1,21.0,8,1,18.2,8,1,69,8,1
2008/5/2,23.0,8,1,19.2,8,1,64,8,1
2008/5/3,29.6,8,1,23.1,8,1,51,8,1
2008/5/4,28.5,8,1,21.8,8,1,62,8,1
2008/5/5,24.1,8,1,20.3,8,1,68,8,1
2008/5/6,23.5,8,1,18.1,8,1,41,8,1
2008/5/7,24.9,8,1,19.0,8,1,51,8,1
2008/5/8,26.9,8,1,20.5,8,1,49,8,1
2008/5/9,21.3,8,1,18.8,8,1,45,8,1
2008/5/10,15.6,8,1,12.2,8,1,83,8,1
2008/5/11,17.6,8,1,13.7,8,1,70,8,1
2008/5/12,21.1,8,1,15.8,8,1,61,8,1
2008/5/13,19.4,8,1,16.4,8,1,75,8,1
2008/5/14,22.8,8,1,17.7,8,1,55,8,1
2008/5/15,22.4,8,1,16.9,8,1,58,8,1
2008/5/16,24.0,8,1,18.6,8,1,64,8,1
2008/5/17,26.5,8,1,20.8,8,1,59,8,1
2008/5/18,24.9,8,1,20.2,8,1,61,8,1
2008/5/19,21.8,8,1,19.7,8,1,75,8,1
2008/5/20,23.7,8,1,19.7,8,1,56,8,1
2008/5/21,23.1,8,1,18.8,8,1,61,8,1
2008/5/22,25.4,8,1,20.8,8,1,68,8,1
2008/5/23,25.6,8,1,21.7,8,1,67,8,1
2008/5/24,21.4,8,1,19.5,8,1,85,8,1
2008/5/25,25.2,8,1,21.0,8,1,82,8,1
2008/5/26,27.8,8,1,22.9,8,1,67,8,1
2008/5/27,27.6,8,1,22.5,8,1,43,8,1
2008/5/28,25.9,8,1,20.7,8,1,66,8,1
2008/5/29,23.5,8,1,20.3,8,1,78,8,1
2008/5/30,26.0,8,1,22.1,8,1,65,8,1
2008/5/31,21.5,8,1,19.4,8,1,81,8,1
2008/6/1,25.1,8,1,20.9,8,1,69,8,1
2008/6/2,21.2,8,1,18.5,8,1,79,8,1
2008/6/3,21.1,8,1,17.9,8,1,82,8,1
2008/6/4,26.1,8,1,21.2,8,1,73,8,1
2008/6/5,19.8,8,1,18.4,8,1,88,8,1
2008/6/6,26.9,8,1,21.5,8,1,68,8,1
2008/6/7,23.6,8,1,21.1,8,1,74,8,1
2008/6/8,25.7,8,1,22.1,8,1,76,8,1
2008/6/9,26.9,8,1,23.1,8,1,70,8,1
2008/6/10,26.9,8,1,23.0,8,1,73,8,1
2008/6/11,25.4,8,1,21.9,8,1,79,8,1
2008/6/12,27.1,8,1,22.2,8,1,61,8,1
2008/6/13,27.6,8,1,22.7,8,1,55,8,1
2008/6/14,28.5,8,1,23.8,8,1,50,8,1
2008/6/15,20.7,8,1,19.0,8,1,76,8,1
2008/6/16,25.7,8,1,21.7,8,1,75,8,1
2008/6/17,27.7,8,1,23.1,8,1,74,8,1
2008/6/18,27.9,8,1,23.9,8,1,72,8,1
2008/6/19,29.6,8,1,24.9,8,1,78,8,1
2008/6/20,26.4,8,1,24.0,8,1,88,8,1
2008/6/21,28.0,8,1,24.0,8,1,85,8,1
2008/6/22,28.1,8,1,24.1,8,1,83,8,1
2008/6/23,27.1,8,1,23.6,8,1,60,8,1
2008/6/24,26.1,8,1,22.7,8,1,74,8,1
2008/6/25,25.6,8,1,23.3,8,1,77,8,1
2008/6/26,25.9,8,1,23.5,8,1,67,8,1
2008/6/27,27.3,8,1,23.7,8,1,68,8,1
2008/6/28,26.2,8,1,24.1,8,1,77,8,1
2008/6/29,32.3,8,1,26.3,8,1,78,8,1
2008/6/30,28.6,8,1,25.1,8,1,59,8,1
2008/7/1,26.5,8,1,23.2,8,1,69,8,1
2008/7/2,26.8,8,1,24.3,8,1,75,8,1
2008/7/3,33.8,8,1,27.7,8,1,73,8,1
2008/7/4,31.1,8,1,26.7,8,1,75,8,1
2008/7/5,28.1,8,1,25.5,8,1,82,8,1
2008/7/6,30.7,8,1,27.1,8,1,76,8,1
2008/7/7,31.5,8,1,27.8,8,1,74,8,1
2008/7/8,29.0,8,1,26.2,8,1,80,8,1
2008/7/9,30.1,8,1,26.3,8,1,66,8,1
2008/7/10,30.1,8,1,26.7,8,1,69,8,1
2008/7/11,29.9,8,1,26.6,8,1,73,8,1
2008/7/12,32.6,8,1,28.2,8,1,68,8,1
2008/7/13,32.8,8,1,28.1,8,1,70,8,1
2008/7/14,32.7,8,1,28.4,8,1,68,8,1
2008/7/15,32.6,8,1,28.5,8,1,70,8,1
2008/7/16,32.2,8,1,27.7,8,1,70,8,1
2008/7/17,32.3,8,1,28.1,8,1,73,8,1
2008/7/18,32.7,8,1,28.5,8,1,76,8,1
2008/7/19,34.8,8,1,30.6,8,1,60,8,1
2008/7/20,35.5,8,1,30.5,8,1,65,8,1
2008/7/21,32.5,8,1,29.4,8,1,71,8,1
2008/7/22,32.9,8,1,29.3,8,1,70,8,1
2008/7/23,33.7,8,1,29.4,8,1,70,8,1
2008/7/24,32.8,8,1,29.5,8,1,69,8,1
2008/7/25,33.8,8,1,29.7,8,1,68,8,1
2008/7/26,34.3,8,1,29.6,8,1,72,8,1
2008/7/27,34.3,8,1,29.8,8,1,70,8,1
2008/7/28,35.3,8,1,28.4,8,1,71,8,1
2008/7/29,30.2,8,1,26.9,8,1,80,8,1
2008/7/30,32.9,8,1,29.3,8,1,67,8,1
2008/7/31,32.2,8,1,28.7,8,1,71,8,1
2008/8/1,32.7,8,1,28.7,8,1,72,8,1
2008/8/2,32.3,8,1,29.2,8,1,73,8,1
2008/8/3,34.2,8,1,29.6,8,1,73,8,1
2008/8/4,35.0,8,1,30.5,8,1,64,8,1
2008/8/5,34.5,8,1,30.2,8,1,67,8,1
2008/8/6,34.1,8,1,29.6,8,1,71,8,1
2008/8/7,31.8,8,1,28.5,8,1,72,8,1
2008/8/8,33.0,8,1,29.0,8,1,68,8,1
2008/8/9,33.1,8,1,29.2,8,1,70,8,1
2008/8/10,33.7,8,1,29.2,8,1,69,8,1
2008/8/11,34.1,8,1,29.4,8,1,68,8,1
2008/8/12,33.9,8,1,29.4,8,1,69,8,1
2008/8/13,34.3,8,1,30.1,8,1,65,8,1
2008/8/14,34.8,8,1,29.4,8,1,71,8,1
2008/8/15,34.3,8,1,30.0,8,1,68,8,1
2008/8/16,34.2,8,1,28.5,8,1,72,8,1
2008/8/17,31.0,8,1,27.8,8,1,69,8,1
2008/8/18,32.7,8,1,28.0,8,1,69,8,1
2008/8/19,35.9,8,1,29.0,8,1,68,8,1
2008/8/20,33.1,8,1,28.1,8,1,56,8,1
2008/8/21,30.7,8,1,26.7,8,1,54,8,1
2008/8/22,30.1,8,1,25.6,8,1,61,8,1
2008/8/23,29.5,8,1,26.2,8,1,81,8,1
2008/8/24,31.2,8,1,26.8,8,1,66,8,1
2008/8/25,29.6,8,1,25.4,8,1,62,8,1
2008/8/26,26.3,8,1,23.8,8,1,84,8,1
2008/8/27,25.9,8,1,24.3,8,1,87,8,1
2008/8/28,28.6,8,1,25.1,8,1,82,8,1
2008/8/29,30.0,8,1,25.9,8,1,78,8,1
2008/8/30,26.1,8,1,24.7,8,1,82,8,1
2008/8/31,31.4,8,1,26.7,8,1,73,8,1
2008/9/1,32.7,8,1,27.9,8,1,71,8,1
2008/9/2,31.4,8,1,27.0,8,1,76,8,1
2008/9/3,29.3,8,1,26.3,8,1,71,8,1
2008/9/4,30.0,8,1,26.5,8,1,65,8,1
2008/9/5,30.5,8,1,26.8,8,1,76,8,1
2008/9/6,31.4,8,1,27.3,8,1,72,8,1
2008/9/7,31.5,8,1,27.5,8,1,70,8,1
2008/9/8,30.7,8,1,27.0,8,1,60,8,1
2008/9/9,29.2,8,1,24.5,8,1,51,8,1
2008/9/10,30.5,8,1,24.7,8,1,63,8,1
2008/9/11,30.4,8,1,26.2,8,1,62,8,1
2008/9/12,31.2,8,1,26.5,8,1,62,8,1
2008/9/13,30.3,8,1,26.2,8,1,69,8,1
2008/9/14,30.8,8,1,26.4,8,1,65,8,1
2008/9/15,25.7,8,1,23.3,8,1,80,8,1
2008/9/16,27.8,8,1,24.0,8,1,80,8,1
2008/9/17,27.3,8,1,24.3,8,1,77,8,1
2008/9/18,26.7,8,1,24.2,8,1,84,8,1
2008/9/19,26.8,8,1,25.2,8,1,81,8,1
2008/9/20,31.3,8,1,26.9,8,1,67,8,1
2008/9/21,31.0,8,1,24.9,8,1,77,8,1
2008/9/22,28.1,8,1,24.2,8,1,64,8,1
2008/9/23,28.3,8,1,24.8,8,1,70,8,1
2008/9/24,26.8,8,1,24.1,8,1,58,8,1
2008/9/25,29.1,8,1,24.3,8,1,70,8,1
2008/9/26,27.6,8,1,23.6,8,1,72,8,1
2008/9/27,23.2,8,1,20.4,8,1,50,8,1
2008/9/28,22.2,8,1,19.6,8,1,59,8,1
2008/9/29,19.3,8,1,17.6,8,1,80,8,1
2008/9/30,19.9,8,1,18.6,8,1,89,8,1
2009/5/1,23.3,8,1,17.6,8,1,46,8,1
2009/5/2,23.5,8,1,17.5,8,1,59,8,1
2009/5/3,23.3,8,1,18.2,8,1,59,8,1
2009/5/4,20.1,8,1,17.7,8,1,67,8,1
2009/5/5,19.1,8,1,16.9,8,1,76,8,1
2009/5/6,20.8,8,1,17.4,8,1,71,8,1
2009/5/7,16.8,8,1,15.5,8,1,85,8,1
2009/5/8,23.6,8,1,18.7,8,1,68,8,1
2009/5/9,24.9,8,1,19.4,8,1,70,8,1
2009/5/10,26.6,8,1,21.4,8,1,67,8,1
2009/5/11,28.2,8,1,21.6,8,1,67,8,1
2009/5/12,25.2,8,1,20.9,8,1,73,8,1
2009/5/13,26.7,8,1,21.0,8,1,60,8,1
2009/5/14,25.2,8,1,19.0,8,1,40,8,1
2009/5/15,20.2,8,1,17.1,8,1,45,8,1
2009/5/16,21.2,8,1,18.7,8,1,63,8,1
2009/5/17,27.0,8,1,22.1,8,1,68,8,1
2009/5/18,24.4,8,1,20.2,8,1,45,8,1
2009/5/19,22.8,8,1,18.8,8,1,61,8,1
2009/5/20,29.0,8,1,21.7,8,1,49,8,1
2009/5/21,26.4,8,1,22.2,8,1,60,8,1
2009/5/22,24.4,8,1,21.1,8,1,71,8,1
2009/5/23,25.0,8,1,21.2,8,1,63,8,1
2009/5/24,25.4,8,1,20.2,8,1,64,8,1
2009/5/25,23.2,8,1,19.3,8,1,58,8,1
2009/5/26,24.2,8,1,18.6,8,1,66,8,1
2009/5/27,24.3,8,1,20.0,8,1,65,8,1
2009/5/28,20.6,8,1,18.9,8,1,69,8,1
2009/5/29,25.0,8,1,20.9,8,1,69,8,1
2009/5/30,27.6,8,1,22.7,8,1,67,8,1
2009/5/31,26.8,8,1,22.0,8,1,61,8,1
2009/6/1,24.6,8,1,20.1,8,1,61,8,1
2009/6/2,27.4,8,1,21.8,8,1,55,8,1
2009/6/3,22.9,8,1,19.3,8,1,73,8,1
2009/6/4,24.0,8,1,20.0,8,1,76,8,1
2009/6/5,21.7,8,1,20.0,8,1,81,8,1
2009/6/6,28.0,8,1,22.9,8,1,63,8,1
2009/6/7,27.6,8,1,22.3,8,1,61,8,1
2009/6/8,26.8,8,1,22.5,8,1,62,8,1
2009/6/9,24.0,8,1,21.5,8,1,73,8,1
2009/6/10,22.9,8,1,20.5,8,1,83,8,1
2009/6/11,28.1,8,1,23.2,8,1,60,8,1
2009/6/12,28.7,8,1,22.4,8,1,62,8,1
2009/6/13,27.2,8,1,23.5,8,1,65,8,1
2009/6/14,28.8,8,1,24.6,8,1,60,8,1
2009/6/15,27.1,8,1,22.7,8,1,64,8,1
2009/6/16,27.4,8,1,22.6,8,1,71,8,1
2009/6/17,29.0,8,1,23.9,8,1,62,8,1
2009/6/18,28.5,8,1,23.9,8,1,69,8,1
2009/6/19,28.7,5,1,24.1,5,1,65,5,1
2009/6/20,26.8,8,1,22.9,8,1,80,8,1
2009/6/21,28.0,8,1,24.8,8,1,84,8,1
2009/6/22,32.3,8,1,26.7,8,1,77,8,1
2009/6/23,30.4,8,1,24.9,8,1,76,8,1
2009/6/24,29.8,8,1,24.6,8,1,73,8,1
2009/6/25,30.2,8,1,25.5,8,1,68,8,1
2009/6/26,28.5,8,1,24.9,8,1,71,8,1
2009/6/27,28.8,8,1,24.4,8,1,74,8,1
2009/6/28,30.4,8,1,25.5,8,1,72,8,1
2009/6/29,28.5,8,1,25.1,8,1,80,8,1
2009/6/30,27.3,8,1,24.7,8,1,86,8,1
2009/7/1,32.9,8,1,26.1,8,1,78,8,1
2009/7/2,27.7,8,1,24.0,8,1,74,8,1
2009/7/3,26.0,8,1,22.7,8,1,77,8,1
2009/7/4,27.1,8,1,23.4,8,1,75,8,1
2009/7/5,26.4,8,1,23.4,8,1,82,8,1
2009/7/6,30.5,8,1,25.9,8,1,78,8,1
2009/7/7,30.0,8,1,25.7,8,1,76,8,1
2009/7/8,27.3,8,1,25.6,8,1,80,8,1
2009/7/9,33.1,8,1,27.9,8,1,72,8,1
2009/7/10,33.8,8,1,27.4,8,1,75,8,1
2009/7/11,29.3,8,1,25.8,8,1,77,8,1
2009/7/12,34.5,8,1,28.0,8,1,71,8,1
2009/7/13,34.4,8,1,27.9,8,1,73,8,1
2009/7/14,33.6,8,1,28.5,8,1,73,8,1
2009/7/15,35.0,8,1,29.4,8,1,56,8,1
2009/7/16,30.5,8,1,26.6,8,1,68,8,1
2009/7/17,26.3,8,1,25.4,8,1,84,8,1
2009/7/18,31.1,8,1,27.1,8,1,80,8,1
2009/7/19,32.4,8,1,27.5,8,1,79,8,1
2009/7/20,27.5,8,1,26.1,8,1,84,8,1
2009/7/21,26.2,8,1,25.1,8,1,89,8,1
2009/7/22,28.7,8,1,25.6,8,1,84,8,1
2009/7/23,31.5,8,1,26.8,8,1,73,8,1
2009/7/24,30.5,8,1,27.0,8,1,74,8,1
2009/7/25,30.0,8,1,26.2,8,1,83,8,1
2009/7/26,30.2,8,1,26.0,8,1,83,8,1
2009/7/27,27.9,8,1,25.2,8,1,86,8,1
2009/7/28,27.2,8,1,25.0,8,1,87,8,1
2009/7/29,31.1,8,1,27.8,8,1,78,8,1
2009/7/30,31.0,8,1,27.3,8,1,67,8,1
2009/7/31,31.0,8,1,27.0,8,1,69,8,1
2009/8/1,29.0,8,1,26.5,8,1,84,8,1
2009/8/2,30.0,8,1,26.5,8,1,78,8,1
2009/8/3,31.8,8,1,27.3,8,1,75,8,1
2009/8/4,31.7,8,1,28.3,8,1,71,8,1
2009/8/5,32.1,8,1,27.8,8,1,74,8,1
2009/8/6,29.6,8,1,27.3,8,1,82,8,1
2009/8/7,33.1,8,1,29.1,8,1,74,8,1
2009/8/8,33.3,8,1,28.8,8,1,69,8,1
2009/8/9,26.1,8,1,25.3,8,1,91,8,1
2009/8/10,27.1,8,1,25.6,8,1,89,8,1
2009/8/11,35.1,8,1,29.1,8,1,73,8,1
2009/8/12,32.3,8,1,28.3,8,1,81,8,1
2009/8/13,32.9,8,1,28.8,8,1,75,8,1
2009/8/14,32.1,8,1,28.4,8,1,65,8,1
2009/8/15,29.9,8,1,26.9,8,1,70,8,1
2009/8/16,33.2,8,1,28.9,8,1,57,8,1
2009/8/17,33.6,8,1,28.4,8,1,58,8,1
2009/8/18,32.7,8,1,27.9,8,1,61,8,1
2009/8/19,32.3,8,1,27.9,8,1,62,8,1
2009/8/20,32.4,8,1,28.3,8,1,68,8,1
2009/8/21,33.6,8,1,28.8,8,1,71,8,1
2009/8/22,31.8,8,1,28.5,8,1,73,8,1
2009/8/23,33.3,8,1,28.4,8,1,56,8,1
2009/8/24,31.3,8,1,26.4,8,1,54,8,1
2009/8/25,28.8,8,1,24.4,8,1,52,8,1
2009/8/26,28.9,8,1,24.8,8,1,65,8,1
2009/8/27,27.5,8,1,25.5,8,1,74,8,1
2009/8/28,33.0,8,1,27.9,8,1,69,8,1
2009/8/29,31.0,8,1,27.3,8,1,72,8,1
2009/8/30,30.9,8,1,26.5,8,1,64,8,1
2009/8/31,30.8,8,1,26.2,8,1,58,8,1
2009/9/1,30.2,8,1,25.7,8,1,54,8,1
2009/9/2,31.9,8,1,26.4,8,1,63,8,1
2009/9/3,30.1,8,1,27.5,8,1,69,8,1
2009/9/4,31.3,8,1,27.1,8,1,68,8,1
2009/9/5,32.9,8,1,28.0,8,1,62,8,1
2009/9/6,32.8,8,1,27.7,8,1,62,8,1
2009/9/7,32.2,8,1,27.4,8,1,60,8,1
2009/9/8,31.5,8,1,26.5,8,1,60,8,1
2009/9/9,28.4,8,1,24.2,8,1,58,8,1
2009/9/10,27.9,8,1,23.0,8,1,53,8,1
2009/9/11,28.6,8,1,24.0,8,1,60,8,1
2009/9/12,27.7,8,1,22.4,8,1,75,8,1
2009/9/13,28.3,8,1,23.6,8,1,61,8,1
2009/9/14,27.5,8,1,23.1,8,1,63,8,1
2009/9/15,23.6,8,1,21.9,8,1,75,8,1
2009/9/16,27.4,8,1,22.8,8,1,59,8,1
2009/9/17,27.9,8,1,23.0,8,1,58,8,1
2009/9/18,27.4,8,1,23.2,8,1,63,8,1
2009/9/19,28.0,8,1,23.1,8,1,55,8,1
2009/9/20,27.3,8,1,22.6,8,1,51,8,1
2009/9/21,29.7,8,1,23.2,8,1,64,8,1
2009/9/22,27.1,8,1,24.8,8,1,64,8,1
2009/9/23,29.1,8,1,24.2,8,1,69,8,1
2009/9/24,31.1,8,1,25.7,8,1,59,8,1
2009/9/25,30.5,8,1,25.6,8,1,60,8,1
2009/9/26,30.5,8,1,25.5,8,1,59,8,1
2009/9/27,29.2,8,1,24.5,8,1,65,8,1
2009/9/28,28.9,8,1,24.7,8,1,81,8,1
2009/9/29,26.8,8,1,23.8,8,1,83,8,1
2009/9/30,23.1,8,1,22.0,8,1,89,8,1
2010/5/1,20.1,8,1,15.1,8,1,50,8,1
2010/5/2,20.8,8,1,15.8,8,1,49,8,1
2010/5/3,24.3,8,1,18.1,8,1,61,8,1
2010/5/4,24.8,8,1,20.0,8,1,70,8,1
2010/5/5,27.4,8,1,20.8,8,1,67,8,1
2010/5/6,24.8,8,1,20.9,8,1,75,8,1
2010/5/7,22.1,8,1,19.3,8,1,76,8,1
2010/5/8,24.6,8,1,18.5,8,1,58,8,1
2010/5/9,25.4,8,1,20.0,8,1,46,8,1
2010/5/10,19.0,8,1,17.6,8,1,78,8,1
2010/5/11,19.4,8,1,17.1,8,1,78,8,1
2010/5/12,19.0,8,1,16.0,8,1,56,8,1
2010/5/13,20.8,8,1,15.7,8,1,50,8,1
2010/5/14,19.4,8,1,15.1,8,1,52,8,1
2010/5/15,19.9,8,1,15.6,8,1,58,8,1
2010/5/16,24.1,8,1,18.4,8,1,63,8,1
2010/5/17,26.2,8,1,20.2,8,1,62,8,1
2010/5/18,24.9,8,1,21.1,8,1,64,8,1
2010/5/19,23.8,8,1,21.0,8,1,87,8,1
2010/5/20,26.5,8,1,21.9,8,1,75,8,1
2010/5/21,25.7,8,1,20.9,8,1,62,8,1
2010/5/22,26.0,8,1,21.5,8,1,63,8,1
2010/5/23,24.0,8,1,18.5,8,1,87,8,1
2010/5/24,26.5,8,1,22.1,8,1,81,8,1
2010/5/25,27.3,8,1,20.3,8,1,69,8,1
2010/5/26,22.5,8,1,19.5,8,1,56,8,1
2010/5/27,20.4,8,1,17.2,8,1,56,8,1
2010/5/28,20.5,8,1,16.0,8,1,56,8,1
2010/5/29,23.1,8,1,18.0,8,1,52,8,1
2010/5/30,23.6,8,1,18.6,8,1,56,8,1
2010/5/31,21.8,8,1,18.7,8,1,67,8,1
2010/6/1,24.3,8,1,19.8,8,1,66,8,1
2010/6/2,25.7,8,1,20.9,8,1,61,8,1
2010/6/3,26.4,8,1,21.3,8,1,59,8,1
2010/6/4,25.8,8,1,21.7,8,1,62,8,1
2010/6/5,29.3,8,1,23.6,8,1,50,8,1
2010/6/6,27.1,8,1,22.4,8,1,56,8,1
2010/6/7,22.8,8,1,21.0,8,1,74,8,1
2010/6/8,22.7,8,1,20.5,8,1,68,8,1
2010/6/9,26.9,8,1,21.6,8,1,61,8,1
2010/6/10,29.7,8,1,23.9,8,1,54,8,1
2010/6/11,28.5,8,1,23.5,8,1,60,8,1
2010/6/12,28.3,8,1,23.5,8,1,66,8,1
2010/6/13,22.3,8,1,19.7,8,1,84,8,1
2010/6/14,25.8,8,1,21.9,8,1,75,8,1
2010/6/15,25.1,8,1,22.8,8,1,89,8,1
2010/6/16,30.8,8,1,25.5,8,1,69,8,1
2010/6/17,29.0,8,1,24.8,8,1,75,8,1
2010/6/18,26.2,8,1,23.7,8,1,88,8,1
2010/6/19,29.5,8,1,24.6,8,1,85,8,1
2010/6/20,26.6,8,1,23.8,8,1,86,8,1
2010/6/21,27.5,8,1,24.0,8,1,81,8,1
2010/6/22,29.1,8,1,24.7,8,1,83,8,1
2010/6/23,28.4,8,1,24.3,8,1,81,8,1
2010/6/24,28.5,8,1,24.6,8,1,69,8,1
2010/6/25,25.0,8,1,22.9,8,1,85,8,1
2010/6/26,25.8,8,1,24.8,8,1,89,8,1
2010/6/27,34.0,8,1,27.8,8,1,78,8,1
2010/6/28,29.9,8,1,26.2,8,1,81,8,1
2010/6/29,30.0,8,1,25.6,8,1,85,8,1
2010/6/30,29.3,8,1,25.8,8,1,78,8,1
2010/7/1,29.7,8,1,26.1,8,1,78,8,1
2010/7/2,28.1,8,1,25.7,8,1,84,8,1
2010/7/3,26.5,8,1,25.2,8,1,89,8,1
2010/7/4,33.0,8,1,27.7,8,1,75,8,1
2010/7/5,29.1,8,1,26.4,8,1,76,8,1
2010/7/6,30.0,8,1,26.4,8,1,80,8,1
2010/7/7,28.9,8,1,25.5,8,1,81,8,1
2010/7/8,29.8,8,1,26.0,8,1,76,8,1
2010/7/9,25.4,8,1,23.1,8,1,83,8,1
2010/7/10,29.2,8,1,24.6,8,1,78,8,1
2010/7/11,29.2,8,1,26.3,8,1,79,8,1
2010/7/12,29.2,8,1,25.9,8,1,82,8,1
2010/7/13,26.4,8,1,24.5,8,1,90,8,1
2010/7/14,27.6,8,1,24.6,8,1,91,8,1
2010/7/15,29.3,8,1,25.7,8,1,85,8,1
2010/7/16,30.5,8,1,26.4,8,1,81,8,1
2010/7/17,31.3,8,1,27.5,8,1,75,8,1
2010/7/18,30.5,8,1,26.7,8,1,79,8,1
2010/7/19,31.6,8,1,27.7,8,1,76,8,1
2010/7/20,31.9,8,1,27.7,8,1,76,8,1
2010/7/21,31.8,8,1,28.1,8,1,73,8,1
2010/7/22,33.1,8,1,28.9,8,1,72,8,1
2010/7/23,34.8,8,1,30.1,8,1,69,8,1
2010/7/24,33.7,8,1,29.7,8,1,67,8,1
2010/7/25,33.7,8,1,28.5,8,1,67,8,1
2010/7/26,32.7,8,1,28.1,8,1,73,8,1
2010/7/27,33.1,8,1,28.9,8,1,69,8,1
2010/7/28,31.8,8,1,27.0,8,1,75,8,1
2010/7/29,30.5,8,1,25.9,8,1,86,8,1
2010/7/30,32.5,8,1,27.8,8,1,80,8,1
2010/7/31,32.0,8,1,28.4,8,1,77,8,1
2010/8/1,35.7,8,1,29.9,8,1,68,8,1
2010/8/2,35.3,8,1,30.5,8,1,64,8,1
2010/8/3,34.9,8,1,30.1,8,1,67,8,1
2010/8/4,33.3,8,1,29.4,8,1,72,8,1
2010/8/5,32.3,8,1,28.6,8,1,78,8,1
2010/8/6,33.9,8,1,28.9,8,1,70,8,1
2010/8/7,31.8,8,1,28.0,8,1,66,8,1
2010/8/8,31.8,8,1,28.2,8,1,68,8,1
2010/8/9,29.4,8,1,26.9,8,1,79,8,1
2010/8/10,32.3,8,1,28.2,8,1,77,8,1
2010/8/11,33.8,8,1,29.2,8,1,73,8,1
2010/8/12,35.2,8,1,29.3,8,1,72,8,1
2010/8/13,32.4,8,1,28.8,8,1,75,8,1
2010/8/14,32.4,8,1,28.3,8,1,79,8,1
2010/8/15,34.7,8,1,29.3,8,1,76,8,1
2010/8/16,34.5,8,1,30.0,8,1,69,8,1
2010/8/17,35.8,8,1,30.7,8,1,65,8,1
2010/8/18,36.0,8,1,31.1,8,1,63,8,1
2010/8/19,35.1,8,1,30.6,8,1,66,8,1
2010/8/20,34.9,8,1,30.5,8,1,64,8,1
2010/8/21,34.8,8,1,29.8,8,1,69,8,1
2010/8/22,33.8,8,1,30.0,8,1,72,8,1
2010/8/23,34.1,8,1,30.1,8,1,72,8,1
2010/8/24,34.9,8,1,29.8,8,1,69,8,1
2010/8/25,33.9,8,1,29.5,8,1,67,8,1
2010/8/26,33.3,8,1,29.0,8,1,67,8,1
2010/8/27,34.4,8,1,29.6,8,1,68,8,1
2010/8/28,32.8,8,1,29.2,8,1,73,8,1
2010/8/29,32.7,8,1,28.9,8,1,76,8,1
2010/8/30,34.2,8,1,29.0,8,1,76,8,1
2010/8/31,34.1,8,1,29.4,8,1,72,8,1
2010/9/1,34.2,8,1,29.6,8,1,67,8,1
2010/9/2,33.6,8,1,29.4,8,1,70,8,1
2010/9/3,33.8,8,1,29.9,8,1,68,8,1
2010/9/4,34.4,8,1,30.0,8,1,68,8,1
2010/9/5,34.2,8,1,30.0,8,1,67,8,1
2010/9/6,34.4,8,1,29.4,8,1,67,8,1
2010/9/7,34.0,8,1,29.3,8,1,71,8,1
2010/9/8,33.0,8,1,28.7,8,1,72,8,1
2010/9/9,31.8,8,1,27.8,8,1,63,8,1
2010/9/10,32.1,8,1,27.8,8,1,62,8,1
2010/9/11,32.4,8,1,28.5,8,1,71,8,1
2010/9/12,34.0,8,1,29.5,8,1,72,8,1
2010/9/13,31.7,8,1,28.4,8,1,58,8,1
2010/9/14,31.8,8,1,27.3,8,1,56,8,1
2010/9/15,27.7,8,1,25.5,8,1,68,8,1
2010/9/16,30.6,8,1,25.3,8,1,66,8,1
2010/9/17,31.0,8,1,25.9,8,1,54,8,1
2010/9/18,30.5,8,1,25.3,8,1,58,8,1
2010/9/19,31.3,8,1,26.1,8,1,58,8,1
2010/9/20,30.0,8,1,26.4,8,1,67,8,1
2010/9/21,34.1,8,1,28.6,8,1,65,8,1
2010/9/22,33.9,8,1,28.3,8,1,70,8,1
2010/9/23,26.0,8,1,22.4,8,1,78,8,1
2010/9/24,24.9,8,1,21.9,8,1,61,8,1
2010/9/25,24.3,8,1,21.4,8,1,60,8,1
2010/9/26,26.5,8,1,22.0,8,1,61,8,1
2010/9/27,24.2,8,1,20.9,8,1,78,8,1
2010/9/28,28.8,8,1,23.5,8,1,68,8,1
2010/9/29,24.2,8,1,21.3,8,1,53,8,1
2010/9/30,20.3,8,1,18.2,8,1,86,8,1
2011/5/1,19.8,8,1,18.0,8,1,72,8,1
2011/5/2,23.4,8,1,19.0,8,1,41,8,1
2011/5/3,20.5,8,1,16.4,8,1,59,8,1
2011/5/4,23.1,8,1,17.4,8,1,57,8,1
2011/5/5,20.9,8,1,16.9,8,1,54,8,1
2011/5/6,22.2,8,1,17.7,8,1,69,8,1
2011/5/7,24.9,8,1,20.3,8,1,68,8,1
2011/5/8,26.0,8,1,20.6,8,1,77,8,1
2011/5/9,27.2,8,1,20.7,8,1,71,8,1
2011/5/10,24.4,8,1,20.5,8,1,86,8,1
2011/5/11,25.0,8,1,20.5,8,1,91,8,1
2011/5/12,25.3,8,1,20.9,8,1,89,8,1
2011/5/13,24.2,8,1,21.1,8,1,46,8,1
2011/5/14,26.0,8,1,21.5,8,1,28,8,1
2011/5/15,25.9,8,1,19.8,8,1,41,8,1
2011/5/16,24.6,8,1,19.8,8,1,58,8,1
2011/5/17,24.1,8,1,19.3,8,1,67,8,1
