ダウンロードした時刻：2023/05/31 13:52:17

,徳島,徳島,徳島,徳島,徳島,徳島,徳島,徳島,徳島
年月日,最高気温(℃),最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2017/7/1,30.6,8,1,26.0,8,1,86,8,1
2017/7/2,32.0,8,1,27.1,8,1,84,8,1
2017/7/3,30.7,8,1,26.9,8,1,85,8,1
2017/7/4,30.1,8,1,26.7,8,1,84,8,1
2017/7/5,27.9,8,1,24.5,8,1,87,8,1
2017/7/6,29.3,8,1,25.5,8,1,82,8,1
2017/7/7,28.7,8,1,25.6,8,1,87,8,1
2017/7/8,30.8,8,1,26.7,8,1,81,8,1
2017/7/9,31.7,8,1,25.9,8,1,86,8,1
2017/7/10,31.3,8,1,26.5,8,1,88,8,1
2017/7/11,32.6,8,1,28.1,8,1,81,8,1
2017/7/12,31.0,8,1,27.5,8,1,85,8,1
2017/7/13,32.4,8,1,28.6,8,1,76,8,1
2017/7/14,30.9,8,1,27.2,8,1,82,8,1
2017/7/15,32.6,8,1,28.2,8,1,79,8,1
2017/7/16,32.5,8,1,29.1,8,1,75,8,1
2017/7/17,34.5,8,1,29.7,8,1,66,8,1
2017/7/18,30.3,8,1,27.2,8,1,76,8,1
2017/7/19,32.0,8,1,27.9,8,1,77,8,1
2017/7/20,33.2,8,1,29.0,8,1,72,8,1
2017/7/21,33.4,8,1,29.1,8,1,73,8,1
2017/7/22,33.9,8,1,29.5,8,1,70,8,1
2017/7/23,33.0,8,1,28.6,8,1,78,8,1
2017/7/24,33.9,8,1,28.8,8,1,79,8,1
2017/7/25,33.2,8,1,29.0,8,1,83,8,1
2017/7/26,31.2,8,1,28.0,8,1,76,8,1
2017/7/27,32.8,8,1,28.6,8,1,76,8,1
2017/7/28,33.2,8,1,29.4,8,1,82,8,1
2017/7/29,33.5,8,1,29.8,8,1,81,8,1
2017/7/30,32.8,8,1,29.6,8,1,81,8,1
2017/7/31,34.5,8,1,30.3,8,1,77,8,1
2017/8/1,36.2,8,1,30.4,8,1,70,8,1
2017/8/2,34.0,8,1,29.3,8,1,67,8,1
2017/8/3,33.4,8,1,29.7,8,1,67,8,1
2017/8/4,33.4,8,1,29.5,8,1,75,8,1
2017/8/5,33.8,8,1,29.5,8,1,81,8,1
2017/8/6,32.8,8,1,29.0,8,1,83,8,1
2017/8/7,28.0,8,1,26.7,8,1,91,8,1
2017/8/8,35.2,8,1,30.1,8,1,65,8,1
2017/8/9,32.3,8,1,29.2,8,1,72,8,1
2017/8/10,33.9,8,1,29.9,8,1,80,8,1
2017/8/11,33.3,8,1,29.8,8,1,76,8,1
2017/8/12,32.6,8,1,29.2,8,1,66,8,1
2017/8/13,32.0,8,1,28.2,8,1,63,8,1
2017/8/14,30.9,8,1,27.9,8,1,68,8,1
2017/8/15,30.0,8,1,27.2,8,1,85,8,1
2017/8/16,31.8,8,1,28.7,8,1,80,8,1
2017/8/17,32.6,8,1,28.8,8,1,81,8,1
2017/8/18,31.7,8,1,28.9,8,1,80,8,1
2017/8/19,33.0,8,1,29.2,8,1,70,8,1
2017/8/20,32.2,8,1,28.9,8,1,74,8,1
2017/8/21,33.7,8,1,29.2,8,1,75,8,1
2017/8/22,34.0,8,1,29.4,8,1,79,8,1
2017/8/23,33.6,8,1,30.1,8,1,76,8,1
2017/8/24,34.2,8,1,30.4,8,1,72,8,1
2017/8/25,35.7,8,1,30.6,8,1,70,8,1
2017/8/26,30.7,8,1,27.5,8,1,75,8,1
2017/8/27,31.8,8,1,27.7,8,1,65,8,1
2017/8/28,31.5,8,1,27.7,8,1,80,8,1
2017/8/29,32.3,8,1,28.9,8,1,76,8,1
2017/8/30,31.2,8,1,28.0,8,1,69,8,1
2017/8/31,30.6,8,1,27.1,8,1,52,8,1
2017/9/1,30.2,8,1,25.5,8,1,57,8,1
2017/9/2,30.0,8,1,25.3,8,1,56,8,1
2017/9/3,30.1,8,1,25.4,8,1,56,8,1
2017/9/4,26.9,8,1,24.1,8,1,65,8,1
2017/9/5,26.3,8,1,23.5,8,1,82,8,1
2017/9/6,30.9,8,1,25.8,8,1,83,8,1
2017/9/7,30.0,8,1,26.1,8,1,87,8,1
2017/9/8,30.4,8,1,26.4,8,1,66,8,1
2017/9/9,29.7,8,1,25.3,8,1,67,8,1
2017/9/10,30.6,8,1,26.3,8,1,66,8,1
2017/9/11,31.1,8,1,27.7,8,1,68,8,1
2017/9/12,28.4,8,1,25.8,8,1,84,8,1
2017/9/13,30.6,8,1,25.9,8,1,70,8,1
2017/9/14,29.2,8,1,25.0,8,1,62,8,1
2017/9/15,24.6,8,1,23.0,8,1,60,8,1
2017/9/16,22.5,8,1,21.0,8,1,90,8,1
2017/9/17,26.6,8,1,23.5,8,1,86,8,1
2017/9/18,29.8,8,1,25.4,8,1,63,8,1
2017/9/19,28.5,8,1,23.7,8,1,69,8,1
2017/9/20,25.6,8,1,23.1,8,1,71,8,1
2017/9/21,26.7,8,1,23.1,8,1,62,8,1
2017/9/22,21.7,8,1,20.7,8,1,87,8,1
2017/9/23,26.3,8,1,23.2,8,1,80,8,1
2017/9/24,25.3,8,1,22.4,8,1,74,8,1
2017/9/25,27.9,8,1,22.6,8,1,72,8,1
2017/9/26,29.0,8,1,23.4,8,1,76,8,1
2017/9/27,26.6,8,1,24.7,8,1,80,8,1
2017/9/28,24.8,8,1,22.0,8,1,85,8,1
2017/9/29,26.1,8,1,20.8,8,1,68,8,1
2017/9/30,26.5,8,1,21.3,8,1,59,8,1
2018/5/1,26.0,8,1,20.1,8,1,71,8,1
2018/5/2,21.5,8,1,19.5,8,1,89,8,1
2018/5/3,22.3,8,1,19.2,8,1,56,8,1
2018/5/4,21.9,8,1,17.2,8,1,35,8,1
2018/5/5,21.8,8,1,16.9,8,1,54,8,1
2018/5/6,23.2,8,1,18.1,8,1,72,8,1
2018/5/7,22.3,8,1,18.4,8,1,95,8,1
2018/5/8,19.0,8,1,16.1,8,1,89,8,1
2018/5/9,20.3,8,1,16.3,8,1,67,8,1
2018/5/10,20.5,8,1,15.3,8,1,59,8,1
2018/5/11,23.3,8,1,16.9,8,1,62,8,1
2018/5/12,24.8,8,1,18.7,8,1,69,8,1
2018/5/13,19.0,8,1,18.0,8,1,94,8,1
2018/5/14,27.1,8,1,21.9,8,1,66,8,1
2018/5/15,26.6,8,1,21.2,8,1,65,8,1
2018/5/16,25.7,8,1,21.7,8,1,78,8,1
2018/5/17,26.8,8,1,21.8,8,1,85,8,1
2018/5/18,26.0,8,1,22.5,8,1,86,8,1
2018/5/19,22.0,8,1,18.4,8,1,70,8,1
2018/5/20,21.6,8,1,17.0,8,1,62,8,1
2018/5/21,25.0,8,1,20.4,8,1,51,8,1
2018/5/22,25.8,8,1,20.4,8,1,52,8,1
2018/5/23,20.6,8,1,18.8,8,1,86,8,1
2018/5/24,28.1,8,1,22.0,8,1,56,8,1
2018/5/25,27.5,8,1,21.8,8,1,61,8,1
2018/5/26,23.3,8,1,20.7,8,1,74,8,1
2018/5/27,26.7,8,1,21.4,8,1,69,8,1
2018/5/28,24.2,8,1,21.6,8,1,80,8,1
2018/5/29,26.1,8,1,22.9,8,1,73,8,1
2018/5/30,22.3,8,1,20.1,8,1,95,8,1
2018/5/31,21.2,8,1,19.7,8,1,91,8,1
2018/6/1,25.7,8,1,21.2,8,1,61,8,1
2018/6/2,27.7,8,1,21.0,8,1,65,8,1
2018/6/3,27.6,8,1,22.0,8,1,67,8,1
2018/6/4,28.4,8,1,22.7,8,1,63,8,1
2018/6/5,26.4,8,1,21.4,8,1,78,8,1
2018/6/6,21.1,8,1,19.6,8,1,97,8,1
2018/6/7,25.8,8,1,22.3,8,1,84,8,1
2018/6/8,28.0,8,1,22.7,8,1,92,8,1
2018/6/9,28.8,8,1,24.5,8,1,73,8,1
2018/6/10,22.9,8,1,21.0,8,1,81,8,1
2018/6/11,28.8,8,1,23.0,8,1,84,8,1
2018/6/12,26.2,8,1,22.2,8,1,76,8,1
2018/6/13,26.0,8,1,21.7,8,1,62,8,1
2018/6/14,23.4,8,1,20.5,8,1,67,8,1
2018/6/15,23.1,8,1,20.2,8,1,81,8,1
2018/6/16,25.4,8,1,20.7,8,1,61,8,1
2018/6/17,29.2,8,1,22.6,8,1,68,8,1
2018/6/18,27.4,8,1,23.5,8,1,75,8,1
2018/6/19,24.3,8,1,22.2,8,1,92,8,1
2018/6/20,22.9,8,1,21.7,8,1,99,8,1
2018/6/21,25.8,8,1,22.8,8,1,84,8,1
2018/6/22,28.8,8,1,23.5,8,1,75,8,1
2018/6/23,22.9,8,1,21.0,8,1,88,8,1
2018/6/24,29.8,8,1,23.7,8,1,79,8,1
2018/6/25,30.1,8,1,25.1,8,1,75,8,1
2018/6/26,31.6,8,1,26.4,8,1,81,8,1
2018/6/27,34.9,8,1,29.5,8,1,67,8,1
2018/6/28,35.4,8,1,27.9,8,1,76,8,1
2018/6/29,29.3,8,1,26.2,8,1,87,8,1
2018/6/30,30.1,8,1,26.1,8,1,90,8,1
2018/7/1,30.1,8,1,26.2,8,1,90,8,1
2018/7/2,30.7,8,1,27.2,8,1,86,8,1
2018/7/3,27.1,8,1,25.9,8,1,89,8,1
2018/7/4,30.4,8,1,27.0,8,1,84,8,1
2018/7/5,27.7,8,1,25.1,8,1,92,8,1
2018/7/6,26.0,8,1,23.9,8,1,96,8,1
2018/7/7,25.8,8,1,24.1,8,1,94,8,1
2018/7/8,29.0,8,1,24.9,8,1,90,8,1
2018/7/9,31.8,8,1,27.3,8,1,80,8,1
2018/7/10,31.9,8,1,27.6,8,1,81,8,1
2018/7/11,32.8,8,1,27.8,8,1,80,8,1
2018/7/12,32.0,8,1,28.5,8,1,74,8,1
2018/7/13,35.1,8,1,29.9,8,1,70,8,1
2018/7/14,35.1,8,1,30.3,8,1,69,8,1
2018/7/15,34.0,8,1,29.3,8,1,80,8,1
2018/7/16,33.7,8,1,29.2,8,1,80,8,1
2018/7/17,33.5,8,1,29.2,8,1,80,8,1
2018/7/18,35.8,8,1,30.6,8,1,72,8,1
2018/7/19,34.5,8,1,30.7,8,1,70,8,1
2018/7/20,34.6,8,1,30.3,8,1,71,8,1
2018/7/21,34.1,8,1,29.6,8,1,75,8,1
2018/7/22,34.4,8,1,29.2,8,1,78,8,1
2018/7/23,37.2,8,1,31.9,8,1,66,8,1
2018/7/24,37.3,8,1,32.5,8,1,62,8,1
2018/7/25,35.5,8,1,30.7,8,1,64,8,1
2018/7/26,35.6,8,1,30.0,8,1,72,8,1
2018/7/27,34.0,8,1,29.3,8,1,68,8,1
2018/7/28,32.7,8,1,28.9,8,1,65,8,1
2018/7/29,30.1,8,1,26.8,8,1,82,8,1
2018/7/30,33.0,8,1,28.6,8,1,73,8,1
2018/7/31,33.9,8,1,29.2,8,1,70,8,1
2018/8/1,33.3,8,1,29.4,8,1,76,8,1
2018/8/2,34.0,8,1,29.4,8,1,79,8,1
2018/8/3,34.2,8,1,30.5,8,1,73,8,1
2018/8/4,37.3,8,1,31.7,8,1,58,8,1
2018/8/5,34.9,8,1,30.6,8,1,67,8,1
2018/8/6,36.6,8,1,31.6,8,1,62,8,1
2018/8/7,33.9,8,1,29.7,8,1,60,8,1
2018/8/8,33.6,8,1,28.5,8,1,58,8,1
2018/8/9,33.6,8,1,29.4,8,1,62,8,1
2018/8/10,33.0,8,1,29.0,8,1,74,8,1
2018/8/11,30.5,8,1,27.7,8,1,83,8,1
2018/8/12,33.5,8,1,29.5,8,1,79,8,1
2018/8/13,35.5,8,1,30.1,8,1,76,8,1
2018/8/14,35.0,8,1,29.8,8,1,73,8,1
2018/8/15,28.8,8,1,26.5,8,1,95,8,1
2018/8/16,30.7,8,1,27.6,8,1,86,8,1
2018/8/17,29.7,8,1,25.8,8,1,60,8,1
2018/8/18,29.8,8,1,25.2,8,1,64,8,1
2018/8/19,31.7,8,1,26.8,8,1,63,8,1
2018/8/20,31.2,8,1,27.1,8,1,69,8,1
2018/8/21,31.7,8,1,28.6,8,1,85,8,1
2018/8/22,33.3,8,1,29.5,8,1,76,8,1
2018/8/23,32.6,8,1,28.3,8,1,81,8,1
2018/8/24,33.0,8,1,29.2,8,1,77,8,1
2018/8/25,34.3,8,1,30.3,8,1,71,8,1
2018/8/26,33.5,8,1,28.7,8,1,73,8,1
2018/8/27,33.1,8,1,29.1,8,1,76,8,1
2018/8/28,33.1,8,1,29.0,8,1,76,8,1
2018/8/29,32.5,8,1,28.7,8,1,79,8,1
2018/8/30,33.5,8,1,28.7,8,1,78,8,1
2018/8/31,33.8,8,1,28.9,8,1,79,8,1
2018/9/1,28.6,8,1,26.4,8,1,81,8,1
2018/9/2,28.4,8,1,25.2,8,1,80,8,1
2018/9/3,32.0,8,1,27.1,8,1,75,8,1
2018/9/4,28.4,8,1,26.4,8,1,88,8,1
2018/9/5,29.7,8,1,26.2,8,1,78,8,1
2018/9/6,29.8,8,1,24.9,8,1,79,8,1
2018/9/7,31.2,8,1,26.7,8,1,83,8,1
2018/9/8,24.4,8,1,22.0,8,1,94,8,1
2018/9/9,25.6,8,1,23.6,8,1,94,8,1
2018/9/10,26.2,8,1,22.7,8,1,87,8,1
2018/9/11,27.6,8,1,24.0,8,1,73,8,1
2018/9/12,26.0,8,1,22.9,8,1,84,8,1
2018/9/13,24.0,8,1,22.7,8,1,91,8,1
2018/9/14,26.8,8,1,23.8,8,1,91,8,1
2018/9/15,29.4,8,1,26.0,8,1,87,8,1
2018/9/16,30.8,8,1,27.1,8,1,80,8,1
2018/9/17,31.0,8,1,26.7,8,1,72,8,1
2018/9/18,29.0,8,1,25.9,8,1,68,8,1
2018/9/19,28.9,8,1,25.3,8,1,65,8,1
2018/9/20,23.2,8,1,21.4,8,1,94,8,1
2018/9/21,27.4,8,1,24.6,8,1,89,8,1
2018/9/22,29.3,8,1,25.9,8,1,76,8,1
2018/9/23,28.7,8,1,24.4,8,1,71,8,1
2018/9/24,27.5,8,1,23.8,8,1,75,8,1
2018/9/25,24.6,8,1,21.4,8,1,79,8,1
2018/9/26,24.6,8,1,20.8,8,1,79,8,1
2018/9/27,25.8,8,1,20.8,8,1,78,8,1
2018/9/28,25.9,8,1,21.3,8,1,68,8,1
2018/9/29,21.3,8,1,18.9,8,1,96,8,1
2018/9/30,26.5,8,1,23.0,8,1,94,8,1
2019/5/1,17.7,8,1,16.5,8,1,95,8,1
2019/5/2,24.4,8,1,18.8,8,1,67,8,1
2019/5/3,25.1,8,1,18.9,8,1,62,8,1
2019/5/4,26.7,8,1,20.2,8,1,48,8,1
2019/5/5,25.0,8,1,19.3,8,1,61,8,1
2019/5/6,24.0,8,1,18.1,8,1,74,8,1
2019/5/7,19.2,8,1,15.0,8,1,50,8,1
2019/5/8,20.8,8,1,15.8,8,1,48,8,1
2019/5/9,20.7,8,1,16.8,8,1,72,8,1
2019/5/10,25.7,8,1,19.2,8,1,62,8,1
2019/5/11,28.6,8,1,21.1,8,1,54,8,1
2019/5/12,25.9,8,1,20.5,8,1,44,8,1
2019/5/13,26.6,8,1,20.8,8,1,64,8,1
2019/5/14,21.9,8,1,18.9,8,1,77,8,1
2019/5/15,24.4,8,1,20.1,8,1,72,8,1
2019/5/16,25.9,8,1,21.1,8,1,67,8,1
2019/5/17,26.7,8,1,21.7,8,1,64,8,1
2019/5/18,22.6,8,1,20.9,8,1,71,8,1
2019/5/19,22.7,8,1,20.9,8,1,70,8,1
2019/5/20,20.9,8,1,19.8,8,1,91,8,1
2019/5/21,25.0,8,1,21.0,8,1,60,8,1
2019/5/22,27.4,8,1,20.7,8,1,54,8,1
2019/5/23,27.3,8,1,21.8,8,1,49,8,1
2019/5/24,28.0,8,1,22.4,8,1,53,8,1
2019/5/25,28.2,8,1,23.2,8,1,65,8,1
2019/5/26,29.4,8,1,23.6,8,1,79,8,1
2019/5/27,29.0,8,1,23.4,8,1,67,8,1
2019/5/28,25.7,8,1,22.0,8,1,82,8,1
2019/5/29,26.5,8,1,21.5,8,1,49,8,1
2019/5/30,26.7,8,1,21.0,8,1,58,8,1
2019/5/31,23.9,8,1,20.9,8,1,73,8,1
2019/6/1,25.2,8,1,21.5,8,1,71,8,1
2019/6/2,21.5,8,1,20.3,8,1,83,8,1
2019/6/3,27.1,8,1,23.1,8,1,72,8,1
2019/6/4,28.0,8,1,23.8,8,1,72,8,1
2019/6/5,28.2,8,1,23.9,8,1,78,8,1
2019/6/6,30.5,8,1,24.8,8,1,69,8,1
2019/6/7,27.2,8,1,23.9,8,1,87,8,1
2019/6/8,26.9,8,1,23.6,8,1,62,8,1
2019/6/9,26.4,8,1,21.8,8,1,66,8,1
2019/6/10,26.2,8,1,22.5,8,1,75,8,1
2019/6/11,25.1,8,1,21.6,8,1,78,8,1
2019/6/12,27.5,8,1,22.9,8,1,61,8,1
2019/6/13,28.3,8,1,23.1,8,1,66,8,1
2019/6/14,24.9,8,1,22.1,8,1,83,8,1
2019/6/15,21.2,8,1,19.0,8,1,92,8,1
2019/6/16,26.1,8,1,21.9,8,1,68,8,1
2019/6/17,26.6,8,1,21.8,8,1,62,8,1
2019/6/18,24.5,8,1,21.5,8,1,76,8,1
2019/6/19,27.7,8,1,23.0,8,1,80,8,1
2019/6/20,30.2,8,1,25.2,8,1,68,8,1
2019/6/21,29.3,8,1,24.7,8,1,78,8,1
2019/6/22,30.2,8,1,25.3,8,1,68,8,1
2019/6/23,26.6,8,1,22.7,8,1,76,8,1
2019/6/24,29.0,8,1,23.7,8,1,66,8,1
2019/6/25,29.4,8,1,24.1,8,1,65,8,1
2019/6/26,26.5,8,1,23.1,8,1,87,8,1
2019/6/27,24.9,8,1,23.8,8,1,98,8,1
2019/6/28,29.3,8,1,25.4,8,1,89,8,1
2019/6/29,29.2,8,1,25.7,8,1,88,8,1
2019/6/30,30.3,8,1,26.2,8,1,91,8,1
2019/7/1,25.1,8,1,23.0,8,1,97,8,1
2019/7/2,25.7,8,1,23.3,8,1,87,8,1
2019/7/3,24.7,8,1,23.0,8,1,94,8,1
2019/7/4,29.6,8,1,25.2,8,1,81,8,1
2019/7/5,28.7,8,1,25.2,8,1,77,8,1
2019/7/6,27.2,8,1,24.7,8,1,74,8,1
2019/7/7,30.8,8,1,26.2,8,1,67,8,1
2019/7/8,28.7,8,1,24.6,8,1,83,8,1
2019/7/9,27.1,8,1,24.1,8,1,85,8,1
2019/7/10,27.8,8,1,24.4,8,1,83,8,1
2019/7/11,25.2,8,1,23.6,8,1,96,8,1
2019/7/12,30.5,8,1,25.8,8,1,81,8,1
2019/7/13,26.0,8,1,23.3,8,1,88,8,1
2019/7/14,24.2,8,1,22.8,8,1,96,8,1
2019/7/15,29.2,8,1,25.6,8,1,76,8,1
2019/7/16,29.7,8,1,25.0,8,1,84,8,1
2019/7/17,30.6,8,1,26.0,8,1,84,8,1
2019/7/18,28.4,8,1,24.6,8,1,94,8,1
2019/7/19,24.7,8,1,23.5,8,1,99,8,1
2019/7/20,28.5,8,1,26.3,8,1,92,8,1
2019/7/21,29.4,8,1,27.3,8,1,88,8,1
2019/7/22,27.6,8,1,25.6,8,1,93,8,1
2019/7/23,31.0,8,1,26.7,8,1,87,8,1
2019/7/24,32.6,8,1,28.2,8,1,78,8,1
2019/7/25,33.0,8,1,28.2,8,1,80,8,1
2019/7/26,34.2,8,1,28.9,8,1,72,8,1
2019/7/27,32.4,8,1,28.1,8,1,80,8,1
2019/7/28,31.8,8,1,28.1,8,1,86,8,1
2019/7/29,32.8,8,1,28.6,8,1,80,8,1
2019/7/30,33.4,8,1,29.2,8,1,79,8,1
2019/7/31,33.6,8,1,29.8,8,1,76,8,1
2019/8/1,36.1,8,1,30.8,8,1,69,8,1
2019/8/2,35.6,8,1,30.3,8,1,72,8,1
2019/8/3,34.1,8,1,29.8,8,1,75,8,1
2019/8/4,32.7,8,1,29.5,8,1,70,8,1
2019/8/5,34.9,8,1,29.5,8,1,71,8,1
2019/8/6,30.9,8,1,28.3,8,1,85,8,1
2019/8/7,32.6,8,1,28.5,8,1,83,8,1
2019/8/8,33.3,8,1,28.8,8,1,77,8,1
2019/8/9,34.4,8,1,28.8,8,1,76,8,1
2019/8/10,33.6,8,1,28.8,8,1,75,8,1
2019/8/11,34.9,8,1,29.4,8,1,68,8,1
2019/8/12,35.0,8,1,30.6,8,1,67,8,1
2019/8/13,35.4,8,1,30.7,8,1,69,8,1
2019/8/14,32.0,8,1,27.9,8,1,87,8,1
2019/8/15,28.5,8,1,27.1,8,1,94,8,1
2019/8/16,34.8,8,1,28.9,8,1,83,8,1
2019/8/17,32.4,8,1,28.4,8,1,77,8,1
2019/8/18,32.6,8,1,28.4,8,1,76,8,1
2019/8/19,29.7,8,1,26.4,8,1,89,8,1
2019/8/20,30.5,8,1,27.6,8,1,86,8,1
2019/8/21,32.1,8,1,28.4,8,1,84,8,1
2019/8/22,33.0,8,1,29.4,8,1,77,8,1
2019/8/23,30.2,8,1,27.4,8,1,86,8,1
2019/8/24,28.7,8,1,25.3,8,1,82,8,1
2019/8/25,30.5,8,1,26.0,8,1,67,8,1
2019/8/26,30.3,8,1,26.2,8,1,73,8,1
2019/8/27,26.7,8,1,24.8,8,1,89,8,1
2019/8/28,27.3,8,1,25.8,8,1,90,8,1
2019/8/29,33.2,8,1,27.6,8,1,80,8,1
2019/8/30,28.2,8,1,25.7,8,1,94,8,1
2019/8/31,27.0,8,1,24.1,8,1,85,8,1
2019/9/1,29.3,8,1,24.8,8,1,84,8,1
2019/9/2,30.3,8,1,26.7,8,1,83,8,1
2019/9/3,31.5,8,1,26.7,8,1,85,8,1
2019/9/4,32.7,8,1,27.3,8,1,82,8,1
2019/9/5,29.7,8,1,26.2,8,1,89,8,1
2019/9/6,32.6,8,1,28.6,8,1,77,8,1
2019/9/7,32.6,8,1,29.1,8,1,74,8,1
2019/9/8,34.8,8,1,29.4,8,1,76,8,1
2019/9/9,33.0,8,1,29.2,8,1,77,8,1
2019/9/10,33.1,8,1,29.6,8,1,78,8,1
2019/9/11,33.3,8,1,29.2,8,1,77,8,1
2019/9/12,30.3,8,1,26.8,8,1,66,8,1
2019/9/13,28.3,8,1,24.5,8,1,76,8,1
2019/9/14,30.4,8,1,26.8,8,1,71,8,1
2019/9/15,32.6,8,1,27.7,8,1,65,8,1
2019/9/16,31.9,8,1,27.2,8,1,66,8,1
2019/9/17,31.2,8,1,26.5,8,1,65,8,1
2019/9/18,30.3,8,1,25.9,8,1,64,8,1
2019/9/19,27.5,8,1,23.4,8,1,57,8,1
2019/9/20,24.2,8,1,20.1,8,1,74,8,1
2019/9/21,25.3,8,1,22.3,8,1,80,8,1
2019/9/22,28.1,8,1,25.5,8,1,89,8,1
2019/9/23,32.5,8,1,27.6,8,1,65,8,1
2019/9/24,25.1,8,1,23.3,8,1,72,8,1
2019/9/25,27.3,8,1,23.5,8,1,65,8,1
2019/9/26,28.7,8,1,24.2,8,1,72,8,1
2019/9/27,27.7,8,1,25.6,8,1,79,8,1
2019/9/28,29.5,8,1,25.6,8,1,73,8,1
2019/9/29,29.4,8,1,25.7,8,1,82,8,1
2019/9/30,31.4,8,1,26.9,8,1,77,8,1
2020/5/1,25.3,8,1,18.7,8,1,75,8,1
2020/5/2,24.6,8,1,19.3,8,1,81,8,1
2020/5/3,21.2,8,1,17.9,8,1,83,8,1
2020/5/4,23.8,8,1,19.1,8,1,89,8,1
2020/5/5,25.9,8,1,21.6,8,1,76,8,1
2020/5/6,23.7,8,1,19.6,8,1,83,8,1
2020/5/7,21.9,8,1,17.4,8,1,50,8,1
2020/5/8,23.9,8,1,17.9,8,1,64,8,1
2020/5/9,23.0,8,1,19.1,8,1,72,8,1
2020/5/10,31.3,8,1,22.3,8,1,83,8,1
2020/5/11,27.8,8,1,22.3,8,1,65,8,1
2020/5/12,24.3,8,1,19.6,8,1,74,8,1
2020/5/13,25.8,8,1,21.1,8,1,46,8,1
2020/5/14,25.6,8,1,20.2,8,1,43,8,1
2020/5/15,23.4,8,1,19.3,8,1,71,8,1
2020/5/16,19.9,8,1,18.0,8,1,96,8,1
2020/5/17,25.0,8,1,21.3,8,1,79,8,1
2020/5/18,22.9,8,1,20.2,8,1,92,8,1
2020/5/19,25.1,8,1,21.7,8,1,72,8,1
2020/5/20,24.7,8,1,19.8,8,1,53,8,1
2020/5/21,21.8,8,1,18.3,8,1,58,8,1
2020/5/22,23.2,8,1,19.3,8,1,72,8,1
2020/5/23,26.3,8,1,21.9,8,1,69,8,1
2020/5/24,27.9,8,1,23.7,8,1,64,8,1
2020/5/25,27.6,8,1,22.8,8,1,68,8,1
2020/5/26,25.5,8,1,21.2,8,1,85,8,1
2020/5/27,27.5,8,1,22.2,8,1,70,8,1
2020/5/28,25.7,8,1,22.0,8,1,55,8,1
2020/5/29,27.6,8,1,22.7,8,1,45,8,1
2020/5/30,27.7,8,1,22.2,8,1,62,8,1
2020/5/31,22.2,8,1,19.5,8,1,88,8,1
2020/6/1,24.8,8,1,21.8,8,1,80,8,1
2020/6/2,27.4,8,1,23.3,8,1,80,8,1
2020/6/3,26.3,8,1,23.0,8,1,71,8,1
2020/6/4,28.4,8,1,23.7,8,1,68,8,1
2020/6/5,30.2,8,1,24.5,8,1,72,8,1
2020/6/6,26.5,8,1,23.6,8,1,79,8,1
2020/6/7,29.3,8,1,24.4,8,1,50,8,1
2020/6/8,29.4,8,1,23.5,8,1,64,8,1
2020/6/9,27.8,8,1,24.1,8,1,76,8,1
2020/6/10,24.5,8,1,22.1,8,1,96,8,1
2020/6/11,26.0,8,1,23.7,8,1,95,8,1
2020/6/12,27.7,8,1,24.0,8,1,95,8,1
2020/6/13,27.5,8,1,23.8,8,1,96,8,1
2020/6/14,28.9,8,1,25.0,8,1,92,8,1
2020/6/15,29.7,8,1,26.0,8,1,80,8,1
2020/6/16,30.2,8,1,25.9,8,1,62,8,1
2020/6/17,27.0,8,1,23.7,8,1,63,8,1
2020/6/18,22.8,8,1,19.9,8,1,93,8,1
2020/6/19,24.8,8,1,21.1,8,1,86,8,1
2020/6/20,26.8,8,1,22.7,8,1,66,8,1
2020/6/21,26.4,8,1,22.3,8,1,74,8,1
2020/6/22,30.4,8,1,25.5,8,1,63,8,1
2020/6/23,31.8,8,1,26.3,8,1,59,8,1
2020/6/24,29.9,8,1,25.9,8,1,66,8,1
2020/6/25,28.3,8,1,25.6,8,1,78,8,1
2020/6/26,32.7,8,1,26.7,8,1,84,8,1
2020/6/27,27.7,8,1,25.3,8,1,84,8,1
2020/6/28,30.1,8,1,25.4,8,1,81,8,1
2020/6/29,29.2,8,1,25.3,8,1,70,8,1
2020/6/30,29.3,8,1,25.6,8,1,86,8,1
2020/7/1,28.1,8,1,24.8,8,1,78,8,1
2020/7/2,29.0,8,1,24.7,8,1,61,8,1
2020/7/3,23.5,8,1,22.0,8,1,89,8,1
2020/7/4,27.2,8,1,23.9,8,1,91,8,1
2020/7/5,29.3,8,1,25.4,8,1,85,8,1
2020/7/6,27.4,8,1,25.6,8,1,86,8,1
2020/7/7,27.9,8,1,24.8,8,1,91,8,1
2020/7/8,27.0,8,1,23.9,8,1,93,8,1
2020/7/9,28.0,8,1,24.6,8,1,90,8,1
2020/7/10,28.4,8,1,25.4,8,1,92,8,1
2020/7/11,29.3,8,1,25.9,8,1,90,8,1
2020/7/12,28.0,8,1,25.4,8,1,75,8,1
2020/7/13,24.2,8,1,22.4,8,1,89,8,1
2020/7/14,27.2,8,1,25.1,8,1,87,8,1
2020/7/15,29.9,8,1,25.1,8,1,69,8,1
2020/7/16,29.3,8,1,25.0,8,1,72,8,1
2020/7/17,28.1,8,1,24.8,8,1,81,8,1
